participant	list	presentationorder	verb	frame	response	nativeenglish	sentence
71	10	10	amaze	It Ved NP WH to VP	1	True	It amazed someone how to do something.
71	10	11	want	NP was Ved that S	1	True	Someone was wanted that something happened.
71	10	12	hate	NP Ved WH to VP	7	True	Someone hated how to do something.
71	10	13	realize	NP Ved to NP that S	1	True	Someone realized to someone that something happened.
71	10	14	realize	NP Ved there to VP	1	True	Someone realized there to be a particular thing in a particular place.
71	10	15	hope	NP Ved VPing	1	True	Someone hoped doing something.
71	10	16	suppose	NP Ved NP NP	1	True	Someone supposed someone something.
71	10	17	doubt	NP was Ved that S notense	1	True	Someone was doubted that something happen.
71	10	18	bother	NP Ved that S notense	1	True	Someone bothered that something happen.
71	10	19	expect	NP Ved NP to VP	7	True	Someone expected someone to do something.
71	10	20	need	NP Ved that S notense	1	True	Someone needed that something happen.
71	10	21	forget	NP Ved WH to VP	1	True	Someone forgot why to do something.
71	10	22	demand	NP Ved WH to VP	1	True	Someone demanded where to do something.
71	10	23	feel	It Ved NP to VP	1	True	It felt someone to do something.
71	10	24	understand	NP Ved that S	7	True	Someone understood that something happened.
71	10	25	remember	NP Ved to	1	True	Someone remembered to.
71	10	26	pretend	NP Ved to VP	7	True	Someone pretended to do something.
71	10	27	say	NP Ved about NP	1	True	Someone said about something.
71	10	28	want	NP Ved to VP	7	True	Someone wanted to do something.
71	10	29	remember	NP Ved so	1	True	Someone remembered so.
71	10	30	allow	S, I V	1	True	Something happened, I allow.
71	10	31	doubt	NP Ved WH S	7	True	Someone doubted where something happened.
71	10	32	imagine	NP Ved NP that S notense	1	True	Someone imagined someone that something happen.
71	10	33	promise	It Ved NP WH S	1	True	It promised someone how something happened.
71	10	34	demand	NP Ved to NP that S notense	7	True	Someone demanded to someone that something happen.
71	10	35	tell	It Ved NP WH to VP	1	True	It told someone how to do something.
71	10	36	love	NP Ved NP	7	True	Someone loved something.
71	10	37	hear	NP Ved if S	7	True	Someone heard if something happened.
71	10	38	bother	NP Ved it that S notense	1	True	Someone bothered it that something happen.
71	10	39	think	NP Ved to NP that S	1	True	Someone thought to someone that something happened.
71	10	40	need	NP Ved it that S notense	7	True	Someone needed it that something happen.
71	10	41	hope	NP Ved NP that S	1	True	Someone hoped someone that something happened.
71	10	42	amaze	NP was Ved to VP	1	True	Someone was amazed to do something.
71	10	43	promise	It Ved NP that S	1	True	It promised someone that something happened.
71	10	44	worry	It Ved NP WH to VP	1	True	It worried someone where to do something.
71	10	45	suppose	NP Ved	7	True	Someone supposed.
71	10	46	see	NP Ved if S notense	1	True	Someone saw if something happen.
71	10	47	tell	NP was Ved to VP	7	True	Someone was told to do something.
71	10	48	worry	It Ved NP WH S	1	True	It worried someone where something happened.
71	10	49	imagine	NP Ved NP S	1	True	Someone imagined someone something happened.
71	10	50	forbid	S, I V	1	True	Something happened, I forbid.
71	10	51	expect	NP Ved NP VP	1	True	Someone expected someone do something.
71	10	52	believe	It Ved NP WH to VP	1	True	It believed someone why to do something.
71	10	53	allow	NP Ved WH S	1	True	Someone allowed why something happened.
71	10	54	hear	NP Ved WH S	7	True	Someone heard how something happened.
71	10	55	guess	NP Ved S	7	True	Someone guessed something happened.
71	10	56	pretend	NP was Ved that S	7	True	Someone was pretended that something happened.
71	10	57	forbid	NP Ved WH S	1	True	Someone forbade why something happened.
71	10	58	forget	S, NP Ved	1	True	Something happened, someone forgot.
71	10	59	deny	NP Ved for NP to VP	1	True	Someone denied for someone to do something.
71	10	60	see	NP Ved WH to VP	7	True	Someone saw how to do something.
38	10	1	think	NP Ved there to VP	6	True	Someone thought there to be a particular thing in a particular place.
38	10	2	guess	NP Ved NP about NP	2	True	Someone guessed someone about something.
38	10	3	deny	NP Ved about NP	3	True	Someone denied about something.
38	10	4	love	NP Ved NP S notense	2	True	Someone loved someone something happen.
38	10	5	say	NP Ved for NP to VP	7	True	Someone said for someone to do something.
38	10	6	feel	It Ved NP that S notense	3	True	It felt someone that something happen.
38	10	7	understand	NP Ved it that S	5	True	Someone understood it that something happened.
38	10	8	hate	NP Ved if S notense	7	True	Someone hated if something happen.
38	10	9	believe	It Ved NP WH S	2	True	It believed someone why something happened.
38	10	10	amaze	It Ved NP WH to VP	7	True	It amazed someone how to do something.
38	10	11	want	NP was Ved that S	3	True	Someone was wanted that something happened.
38	10	12	hate	NP Ved WH to VP	6	True	Someone hated how to do something.
38	10	13	realize	NP Ved to NP that S	2	True	Someone realized to someone that something happened.
38	10	14	realize	NP Ved there to VP	4	True	Someone realized there to be a particular thing in a particular place.
38	10	15	hope	NP Ved VPing	2	True	Someone hoped doing something.
38	10	16	suppose	NP Ved NP NP	2	True	Someone supposed someone something.
38	10	17	doubt	NP was Ved that S notense	6	True	Someone was doubted that something happen.
38	10	18	bother	NP Ved that S notense	2	True	Someone bothered that something happen.
38	10	19	expect	NP Ved NP to VP	7	True	Someone expected someone to do something.
38	10	20	need	NP Ved that S notense	5	True	Someone needed that something happen.
38	10	21	forget	NP Ved WH to VP	6	True	Someone forgot why to do something.
38	10	22	demand	NP Ved WH to VP	3	True	Someone demanded where to do something.
38	10	23	feel	It Ved NP to VP	2	True	It felt someone to do something.
38	10	24	understand	NP Ved that S	7	True	Someone understood that something happened.
38	10	25	remember	NP Ved to	6	True	Someone remembered to.
38	10	26	pretend	NP Ved to VP	7	True	Someone pretended to do something.
38	10	27	say	NP Ved about NP	4	True	Someone said about something.
38	10	28	want	NP Ved to VP	7	True	Someone wanted to do something.
38	10	29	remember	NP Ved so	4	True	Someone remembered so.
38	10	30	allow	S, I V	2	True	Something happened, I allow.
38	10	31	doubt	NP Ved WH S	5	True	Someone doubted where something happened.
38	10	32	imagine	NP Ved NP that S notense	1	True	Someone imagined someone that something happen.
38	10	33	promise	It Ved NP WH S	3	True	It promised someone how something happened.
38	10	34	demand	NP Ved to NP that S notense	7	True	Someone demanded to someone that something happen.
38	10	35	tell	It Ved NP WH to VP	4	True	It told someone how to do something.
38	10	36	love	NP Ved NP	7	True	Someone loved something.
38	10	37	hear	NP Ved if S	6	True	Someone heard if something happened.
38	10	38	bother	NP Ved it that S notense	2	True	Someone bothered it that something happen.
38	10	39	think	NP Ved to NP that S	2	True	Someone thought to someone that something happened.
38	10	40	need	NP Ved it that S notense	5	True	Someone needed it that something happen.
38	10	41	hope	NP Ved NP that S	2	True	Someone hoped someone that something happened.
38	10	42	amaze	NP was Ved to VP	4	True	Someone was amazed to do something.
38	10	43	promise	It Ved NP that S	3	True	It promised someone that something happened.
38	10	44	worry	It Ved NP WH to VP	5	True	It worried someone where to do something.
38	10	45	suppose	NP Ved	5	True	Someone supposed.
38	10	46	see	NP Ved if S notense	7	True	Someone saw if something happen.
38	10	47	tell	NP was Ved to VP	7	True	Someone was told to do something.
38	10	48	worry	It Ved NP WH S	5	True	It worried someone where something happened.
38	10	49	imagine	NP Ved NP S	3	True	Someone imagined someone something happened.
38	10	50	forbid	S, I V	4	True	Something happened, I forbid.
38	10	51	expect	NP Ved NP VP	5	True	Someone expected someone do something.
38	10	52	believe	It Ved NP WH to VP	2	True	It believed someone why to do something.
38	10	53	allow	NP Ved WH S	4	True	Someone allowed why something happened.
38	10	54	hear	NP Ved WH S	7	True	Someone heard how something happened.
38	10	55	guess	NP Ved S	6	True	Someone guessed something happened.
38	10	56	pretend	NP was Ved that S	2	True	Someone was pretended that something happened.
38	10	57	forbid	NP Ved WH S	2	True	Someone forbade why something happened.
38	10	58	forget	S, NP Ved	6	True	Something happened, someone forgot.
38	10	59	deny	NP Ved for NP to VP	3	True	Someone denied for someone to do something.
38	10	60	see	NP Ved WH to VP	7	True	Someone saw how to do something.
106	10	1	think	NP Ved there to VP	7	True	Someone thought there to be a particular thing in a particular place.
106	10	2	guess	NP Ved NP about NP	3	True	Someone guessed someone about something.
106	10	3	deny	NP Ved about NP	7	True	Someone denied about something.
106	10	4	love	NP Ved NP S notense	2	True	Someone loved someone something happen.
106	10	5	say	NP Ved for NP to VP	7	True	Someone said for someone to do something.
106	10	6	feel	It Ved NP that S notense	1	True	It felt someone that something happen.
106	10	7	understand	NP Ved it that S	2	True	Someone understood it that something happened.
106	10	8	hate	NP Ved if S notense	7	True	Someone hated if something happen.
106	10	9	believe	It Ved NP WH S	1	True	It believed someone why something happened.
106	10	10	amaze	It Ved NP WH to VP	7	True	It amazed someone how to do something.
106	10	11	want	NP was Ved that S	1	True	Someone was wanted that something happened.
106	10	12	hate	NP Ved WH to VP	1	True	Someone hated how to do something.
106	10	13	realize	NP Ved to NP that S	5	True	Someone realized to someone that something happened.
106	10	14	realize	NP Ved there to VP	6	True	Someone realized there to be a particular thing in a particular place.
106	10	15	hope	NP Ved VPing	7	True	Someone hoped doing something.
106	10	16	suppose	NP Ved NP NP	6	True	Someone supposed someone something.
106	10	17	doubt	NP was Ved that S notense	2	True	Someone was doubted that something happen.
106	10	18	bother	NP Ved that S notense	6	True	Someone bothered that something happen.
106	10	19	expect	NP Ved NP to VP	7	True	Someone expected someone to do something.
106	10	20	need	NP Ved that S notense	2	True	Someone needed that something happen.
106	10	21	forget	NP Ved WH to VP	6	True	Someone forgot why to do something.
106	10	22	demand	NP Ved WH to VP	1	True	Someone demanded where to do something.
106	10	23	feel	It Ved NP to VP	1	True	It felt someone to do something.
106	10	24	understand	NP Ved that S	7	True	Someone understood that something happened.
106	10	25	remember	NP Ved to	2	True	Someone remembered to.
106	10	26	pretend	NP Ved to VP	7	True	Someone pretended to do something.
106	10	27	say	NP Ved about NP	5	True	Someone said about something.
106	10	28	want	NP Ved to VP	7	True	Someone wanted to do something.
106	10	29	remember	NP Ved so	6	True	Someone remembered so.
106	10	30	allow	S, I V	1	True	Something happened, I allow.
106	10	31	doubt	NP Ved WH S	4	True	Someone doubted where something happened.
106	10	32	imagine	NP Ved NP that S notense	1	True	Someone imagined someone that something happen.
106	10	33	promise	It Ved NP WH S	1	True	It promised someone how something happened.
106	10	34	demand	NP Ved to NP that S notense	7	True	Someone demanded to someone that something happen.
106	10	35	tell	It Ved NP WH to VP	7	True	It told someone how to do something.
106	10	36	love	NP Ved NP	7	True	Someone loved something.
106	10	37	hear	NP Ved if S	6	True	Someone heard if something happened.
106	10	38	bother	NP Ved it that S notense	1	True	Someone bothered it that something happen.
106	10	39	think	NP Ved to NP that S	5	True	Someone thought to someone that something happened.
106	10	40	need	NP Ved it that S notense	3	True	Someone needed it that something happen.
106	10	41	hope	NP Ved NP that S	2	True	Someone hoped someone that something happened.
106	10	42	amaze	NP was Ved to VP	7	True	Someone was amazed to do something.
106	10	43	promise	It Ved NP that S	2	True	It promised someone that something happened.
106	10	44	worry	It Ved NP WH to VP	6	True	It worried someone where to do something.
106	10	45	suppose	NP Ved	7	True	Someone supposed.
106	10	46	see	NP Ved if S notense	7	True	Someone saw if something happen.
106	10	47	tell	NP was Ved to VP	7	True	Someone was told to do something.
106	10	48	worry	It Ved NP WH S	6	True	It worried someone where something happened.
106	10	49	imagine	NP Ved NP S	1	True	Someone imagined someone something happened.
106	10	50	forbid	S, I V	1	True	Something happened, I forbid.
106	10	51	expect	NP Ved NP VP	7	True	Someone expected someone do something.
106	10	52	believe	It Ved NP WH to VP	1	True	It believed someone why to do something.
106	10	53	allow	NP Ved WH S	1	True	Someone allowed why something happened.
106	10	54	hear	NP Ved WH S	6	True	Someone heard how something happened.
106	10	55	guess	NP Ved S	7	True	Someone guessed something happened.
106	10	56	pretend	NP was Ved that S	1	True	Someone was pretended that something happened.
106	10	57	forbid	NP Ved WH S	5	True	Someone forbade why something happened.
106	10	58	forget	S, NP Ved	7	True	Something happened, someone forgot.
106	10	59	deny	NP Ved for NP to VP	7	True	Someone denied for someone to do something.
106	10	60	see	NP Ved WH to VP	7	True	Someone saw how to do something.
64	11	1	deny	NP Ved WH S	6	True	Someone denied how something happened.
64	11	2	realize	NP Ved to NP that S notense	2	True	Someone realized to someone that something happen.
64	11	3	remember	NP Ved there to VP	1	True	Someone remembered there to be a particular thing in a particular place.
64	11	4	expect	NP Ved NP about NP	1	True	Someone expected someone about something.
64	11	5	say	NP Ved if S	4	True	Someone said if something happened.
64	11	6	understand	NP Ved that S notense	4	True	Someone understood that something happen.
64	11	7	forget	It Ved NP WH to VP	3	True	It forgot someone how to do something.
64	11	8	expect	NP Ved S	4	True	Someone expected something happened.
64	11	9	realize	NP Ved WH to VP	7	True	Someone realized where to do something.
64	11	10	love	NP Ved NP that S notense	2	True	Someone loved someone that something happen.
64	11	11	love	NP Ved NP S	2	True	Someone loved someone something happened.
64	11	12	worry	It Ved NP WH to VP	3	True	It worried someone why to do something.
64	11	13	worry	It Ved NP WH S	7	True	It worried someone why something happened.
64	11	14	need	NP Ved so	4	True	Someone needed so.
64	11	15	imagine	NP Ved NP to VP	2	True	Someone imagined someone to do something.
64	11	16	need	NP Ved to	7	True	Someone needed to.
64	11	17	think	NP Ved WH to VP	5	True	Someone thought where to do something.
64	11	18	believe	NP Ved NP NP	1	True	Someone believed someone something.
64	11	19	pretend	NP was Ved that S notense	1	True	Someone was pretended that something happen.
64	11	20	think	NP Ved to NP that S notense	2	True	Someone thought to someone that something happen.
64	11	21	want	NP was Ved that S notense	1	True	Someone was wanted that something happen.
64	11	22	doubt	S, I V	5	True	Something happened, I doubt.
64	11	23	feel	It Ved NP WH S	5	True	It felt someone where something happened.
64	11	24	want	NP Ved WH S	5	True	Someone wanted where something happened.
64	11	25	hear	NP Ved WH to VP	6	True	Someone heard how to do something.
64	11	26	remember	NP Ved to NP that S	2	True	Someone remembered to someone that something happened.
64	11	27	tell	It Ved NP that S	7	True	It told someone that something happened.
64	11	28	believe	NP Ved	7	True	Someone believed.
64	11	29	amaze	It Ved NP that S	7	True	It amazed someone that something happened.
64	11	30	forget	NP was Ved to VP	6	True	Someone was forgotten to do something.
64	11	31	suppose	NP Ved NP	7	True	Someone supposed something.
64	11	32	tell	It Ved NP WH S	7	True	It told someone how something happened.
64	11	33	suppose	NP Ved NP S notense	2	True	Someone supposed someone something happen.
64	11	34	deny	NP Ved if S	3	True	Someone denied if something happened.
64	11	35	hope	NP Ved for NP to VP	4	True	Someone hoped for someone to do something.
64	11	36	promise	It Ved NP that S notense	2	True	It promised someone that something happen.
64	11	37	demand	NP Ved to VP	5	True	Someone demanded to do something.
64	11	38	imagine	NP Ved NP VP	2	True	Someone imagined someone do something.
64	11	39	forbid	S, NP Ved	6	True	Something happened, someone forbade.
64	11	40	pretend	NP Ved WH S	2	True	Someone pretended where something happened.
64	11	41	see	NP Ved it that S	5	True	Someone saw it that something happened.
64	11	42	bother	NP Ved to	5	True	Someone bothered to.
64	11	43	hate	NP Ved it that S	2	True	Someone hated it that something happened.
64	11	44	say	NP Ved WH S	7	True	Someone said how something happened.
64	11	45	demand	NP was Ved that S	1	True	Someone was demanded that something happened.
64	11	46	guess	NP Ved VPing	5	True	Someone guessed doing something.
64	11	47	promise	It Ved NP to VP	6	True	It promised someone to do something.
64	11	48	forbid	NP Ved WH to VP	2	True	Someone forbade why to do something.
64	11	49	allow	S, NP Ved	4	True	Something happened, someone allowed.
64	11	50	feel	It Ved NP WH to VP	2	True	It felt someone where to do something.
64	11	51	see	NP Ved that S	6	True	Someone saw that something happened.
64	11	52	amaze	It Ved NP WH S	7	True	It amazed someone how something happened.
64	11	53	understand	NP Ved it that S notense	2	True	Someone understood it that something happen.
64	11	54	hope	NP Ved about NP	7	True	Someone hoped about something.
64	11	55	allow	NP Ved WH to VP	2	True	Someone allowed why to do something.
64	11	56	doubt	NP Ved WH S	7	True	Someone doubted why something happened.
64	11	57	hear	NP Ved if S notense	5	True	Someone heard if something happen.
64	11	58	hate	NP Ved that S	7	True	Someone hated that something happened.
64	11	59	bother	NP Ved so	2	True	Someone bothered so.
64	11	60	guess	NP Ved NP that S	3	True	Someone guessed someone that something happened.
22	11	1	deny	NP Ved WH S	6	True	Someone denied how something happened.
22	11	2	realize	NP Ved to NP that S notense	3	True	Someone realized to someone that something happen.
22	11	3	remember	NP Ved there to VP	2	True	Someone remembered there to be a particular thing in a particular place.
22	11	4	expect	NP Ved NP about NP	6	True	Someone expected someone about something.
22	11	5	say	NP Ved if S	4	True	Someone said if something happened.
22	11	6	understand	NP Ved that S notense	2	True	Someone understood that something happen.
22	11	7	forget	It Ved NP WH to VP	2	True	It forgot someone how to do something.
22	11	8	expect	NP Ved S	5	True	Someone expected something happened.
22	11	9	realize	NP Ved WH to VP	7	True	Someone realized where to do something.
22	11	10	love	NP Ved NP that S notense	2	True	Someone loved someone that something happen.
22	11	11	love	NP Ved NP S	2	True	Someone loved someone something happened.
22	11	12	worry	It Ved NP WH to VP	5	True	It worried someone why to do something.
22	11	13	worry	It Ved NP WH S	6	True	It worried someone why something happened.
22	11	14	need	NP Ved so	4	True	Someone needed so.
22	11	15	imagine	NP Ved NP to VP	7	True	Someone imagined someone to do something.
22	11	16	need	NP Ved to	7	True	Someone needed to.
22	11	17	think	NP Ved WH to VP	6	True	Someone thought where to do something.
22	11	18	believe	NP Ved NP NP	2	True	Someone believed someone something.
22	11	19	pretend	NP was Ved that S notense	2	True	Someone was pretended that something happen.
22	11	20	think	NP Ved to NP that S notense	2	True	Someone thought to someone that something happen.
22	11	21	want	NP was Ved that S notense	2	True	Someone was wanted that something happen.
22	11	22	doubt	S, I V	3	True	Something happened, I doubt.
22	11	23	feel	It Ved NP WH S	3	True	It felt someone where something happened.
22	11	24	want	NP Ved WH S	2	True	Someone wanted where something happened.
22	11	25	hear	NP Ved WH to VP	7	True	Someone heard how to do something.
22	11	26	remember	NP Ved to NP that S	2	True	Someone remembered to someone that something happened.
22	11	27	tell	It Ved NP that S	4	True	It told someone that something happened.
22	11	28	believe	NP Ved	7	True	Someone believed.
22	11	29	amaze	It Ved NP that S	7	True	It amazed someone that something happened.
22	11	30	forget	NP was Ved to VP	2	True	Someone was forgotten to do something.
22	11	31	suppose	NP Ved NP	7	True	Someone supposed something.
22	11	32	tell	It Ved NP WH S	3	True	It told someone how something happened.
22	11	33	suppose	NP Ved NP S notense	1	True	Someone supposed someone something happen.
22	11	34	deny	NP Ved if S	5	True	Someone denied if something happened.
22	11	35	hope	NP Ved for NP to VP	4	True	Someone hoped for someone to do something.
22	11	36	promise	It Ved NP that S notense	2	True	It promised someone that something happen.
22	11	37	demand	NP Ved to VP	7	True	Someone demanded to do something.
22	11	38	imagine	NP Ved NP VP	7	True	Someone imagined someone do something.
22	11	39	forbid	S, NP Ved	2	True	Something happened, someone forbade.
22	11	40	pretend	NP Ved WH S	4	True	Someone pretended where something happened.
22	11	41	see	NP Ved it that S	6	True	Someone saw it that something happened.
22	11	42	bother	NP Ved to	1	True	Someone bothered to.
22	11	43	hate	NP Ved it that S	6	True	Someone hated it that something happened.
22	11	44	say	NP Ved WH S	7	True	Someone said how something happened.
22	11	45	demand	NP was Ved that S	1	True	Someone was demanded that something happened.
22	11	46	guess	NP Ved VPing	6	True	Someone guessed doing something.
22	11	47	promise	It Ved NP to VP	2	True	It promised someone to do something.
22	11	48	forbid	NP Ved WH to VP	6	True	Someone forbade why to do something.
22	11	49	allow	S, NP Ved	3	True	Something happened, someone allowed.
22	11	50	feel	It Ved NP WH to VP	2	True	It felt someone where to do something.
22	11	51	see	NP Ved that S	7	True	Someone saw that something happened.
22	11	52	amaze	It Ved NP WH S	2	True	It amazed someone how something happened.
22	11	53	understand	NP Ved it that S notense	2	True	Someone understood it that something happen.
22	11	54	hope	NP Ved about NP	6	True	Someone hoped about something.
22	11	55	allow	NP Ved WH to VP	2	True	Someone allowed why to do something.
22	11	56	doubt	NP Ved WH S	3	True	Someone doubted why something happened.
22	11	57	hear	NP Ved if S notense	3	True	Someone heard if something happen.
22	11	58	hate	NP Ved that S	7	True	Someone hated that something happened.
22	11	59	bother	NP Ved so	4	True	Someone bothered so.
22	11	60	guess	NP Ved NP that S	2	True	Someone guessed someone that something happened.
109	11	1	deny	NP Ved WH S	6	True	Someone denied how something happened.
109	11	2	realize	NP Ved to NP that S notense	1	True	Someone realized to someone that something happen.
109	11	3	remember	NP Ved there to VP	6	True	Someone remembered there to be a particular thing in a particular place.
109	11	4	expect	NP Ved NP about NP	2	True	Someone expected someone about something.
109	11	5	say	NP Ved if S	7	True	Someone said if something happened.
109	11	6	understand	NP Ved that S notense	4	True	Someone understood that something happen.
109	11	7	forget	It Ved NP WH to VP	1	True	It forgot someone how to do something.
109	11	8	expect	NP Ved S	7	True	Someone expected something happened.
109	11	9	realize	NP Ved WH to VP	7	True	Someone realized where to do something.
109	11	10	love	NP Ved NP that S notense	1	True	Someone loved someone that something happen.
109	11	11	love	NP Ved NP S	1	True	Someone loved someone something happened.
109	11	12	worry	It Ved NP WH to VP	1	True	It worried someone why to do something.
109	11	13	worry	It Ved NP WH S	6	True	It worried someone why something happened.
109	11	14	need	NP Ved so	3	True	Someone needed so.
109	11	15	imagine	NP Ved NP to VP	6	True	Someone imagined someone to do something.
109	11	16	need	NP Ved to	7	True	Someone needed to.
109	11	17	think	NP Ved WH to VP	5	True	Someone thought where to do something.
109	11	18	believe	NP Ved NP NP	1	True	Someone believed someone something.
109	11	19	pretend	NP was Ved that S notense	1	True	Someone was pretended that something happen.
109	11	20	think	NP Ved to NP that S notense	2	True	Someone thought to someone that something happen.
109	11	21	want	NP was Ved that S notense	1	True	Someone was wanted that something happen.
109	11	22	doubt	S, I V	3	True	Something happened, I doubt.
109	11	23	feel	It Ved NP WH S	2	True	It felt someone where something happened.
109	11	24	want	NP Ved WH S	1	True	Someone wanted where something happened.
109	11	25	hear	NP Ved WH to VP	7	True	Someone heard how to do something.
109	11	26	remember	NP Ved to NP that S	2	True	Someone remembered to someone that something happened.
109	11	27	tell	It Ved NP that S	7	True	It told someone that something happened.
109	11	28	believe	NP Ved	6	True	Someone believed.
109	11	29	amaze	It Ved NP that S	6	True	It amazed someone that something happened.
109	11	30	forget	NP was Ved to VP	2	True	Someone was forgotten to do something.
109	11	31	suppose	NP Ved NP	5	True	Someone supposed something.
109	11	32	tell	It Ved NP WH S	6	True	It told someone how something happened.
109	11	33	suppose	NP Ved NP S notense	1	True	Someone supposed someone something happen.
109	11	34	deny	NP Ved if S	7	True	Someone denied if something happened.
109	11	35	hope	NP Ved for NP to VP	6	True	Someone hoped for someone to do something.
109	11	36	promise	It Ved NP that S notense	1	True	It promised someone that something happen.
109	11	37	demand	NP Ved to VP	7	True	Someone demanded to do something.
109	11	38	imagine	NP Ved NP VP	5	True	Someone imagined someone do something.
109	11	39	forbid	S, NP Ved	4	True	Something happened, someone forbade.
109	11	40	pretend	NP Ved WH S	5	True	Someone pretended where something happened.
109	11	41	see	NP Ved it that S	3	True	Someone saw it that something happened.
109	11	42	bother	NP Ved to	5	True	Someone bothered to.
109	11	43	hate	NP Ved it that S	6	True	Someone hated it that something happened.
109	11	44	say	NP Ved WH S	7	True	Someone said how something happened.
109	11	45	demand	NP was Ved that S	1	True	Someone was demanded that something happened.
109	11	46	guess	NP Ved VPing	1	True	Someone guessed doing something.
109	11	47	promise	It Ved NP to VP	7	True	It promised someone to do something.
109	11	48	forbid	NP Ved WH to VP	6	True	Someone forbade why to do something.
109	11	49	allow	S, NP Ved	4	True	Something happened, someone allowed.
109	11	50	feel	It Ved NP WH to VP	1	True	It felt someone where to do something.
109	11	51	see	NP Ved that S	7	True	Someone saw that something happened.
109	11	52	amaze	It Ved NP WH S	7	True	It amazed someone how something happened.
109	11	53	understand	NP Ved it that S notense	5	True	Someone understood it that something happen.
109	11	54	hope	NP Ved about NP	6	True	Someone hoped about something.
109	11	55	allow	NP Ved WH to VP	2	True	Someone allowed why to do something.
109	11	56	doubt	NP Ved WH S	7	True	Someone doubted why something happened.
109	11	57	hear	NP Ved if S notense	2	True	Someone heard if something happen.
109	11	58	hate	NP Ved that S	6	True	Someone hated that something happened.
109	11	59	bother	NP Ved so	3	True	Someone bothered so.
109	11	60	guess	NP Ved NP that S	1	True	Someone guessed someone that something happened.
92	11	1	deny	NP Ved WH S	7	True	Someone denied how something happened.
92	11	2	realize	NP Ved to NP that S notense	1	True	Someone realized to someone that something happen.
92	11	3	remember	NP Ved there to VP	7	True	Someone remembered there to be a particular thing in a particular place.
92	11	4	expect	NP Ved NP about NP	4	True	Someone expected someone about something.
92	11	5	say	NP Ved if S	6	True	Someone said if something happened.
92	11	6	understand	NP Ved that S notense	6	True	Someone understood that something happen.
92	11	7	forget	It Ved NP WH to VP	1	True	It forgot someone how to do something.
92	11	8	expect	NP Ved S	6	True	Someone expected something happened.
92	11	9	realize	NP Ved WH to VP	6	True	Someone realized where to do something.
92	11	10	love	NP Ved NP that S notense	1	True	Someone loved someone that something happen.
92	11	11	love	NP Ved NP S	1	True	Someone loved someone something happened.
92	11	12	worry	It Ved NP WH to VP	2	True	It worried someone why to do something.
92	11	13	worry	It Ved NP WH S	6	True	It worried someone why something happened.
92	11	14	need	NP Ved so	2	True	Someone needed so.
92	11	15	imagine	NP Ved NP to VP	6	True	Someone imagined someone to do something.
92	11	16	need	NP Ved to	6	True	Someone needed to.
92	11	17	think	NP Ved WH to VP	7	True	Someone thought where to do something.
92	11	18	believe	NP Ved NP NP	4	True	Someone believed someone something.
92	11	19	pretend	NP was Ved that S notense	2	True	Someone was pretended that something happen.
92	11	20	think	NP Ved to NP that S notense	1	True	Someone thought to someone that something happen.
92	11	21	want	NP was Ved that S notense	1	True	Someone was wanted that something happen.
92	11	22	doubt	S, I V	3	True	Something happened, I doubt.
92	11	23	feel	It Ved NP WH S	1	True	It felt someone where something happened.
92	11	24	want	NP Ved WH S	1	True	Someone wanted where something happened.
92	11	25	hear	NP Ved WH to VP	7	True	Someone heard how to do something.
92	11	26	remember	NP Ved to NP that S	4	True	Someone remembered to someone that something happened.
92	11	27	tell	It Ved NP that S	6	True	It told someone that something happened.
92	11	28	believe	NP Ved	7	True	Someone believed.
92	11	29	amaze	It Ved NP that S	7	True	It amazed someone that something happened.
92	11	30	forget	NP was Ved to VP	2	True	Someone was forgotten to do something.
92	11	31	suppose	NP Ved NP	7	True	Someone supposed something.
92	11	32	tell	It Ved NP WH S	6	True	It told someone how something happened.
92	11	33	suppose	NP Ved NP S notense	2	True	Someone supposed someone something happen.
92	11	34	deny	NP Ved if S	4	True	Someone denied if something happened.
92	11	35	hope	NP Ved for NP to VP	7	True	Someone hoped for someone to do something.
92	11	36	promise	It Ved NP that S notense	4	True	It promised someone that something happen.
92	11	37	demand	NP Ved to VP	7	True	Someone demanded to do something.
92	11	38	imagine	NP Ved NP VP	6	True	Someone imagined someone do something.
92	11	39	forbid	S, NP Ved	6	True	Something happened, someone forbade.
92	11	40	pretend	NP Ved WH S	4	True	Someone pretended where something happened.
92	11	41	see	NP Ved it that S	4	True	Someone saw it that something happened.
92	11	42	bother	NP Ved to	6	True	Someone bothered to.
92	11	43	hate	NP Ved it that S	7	True	Someone hated it that something happened.
92	11	44	say	NP Ved WH S	7	True	Someone said how something happened.
92	11	45	demand	NP was Ved that S	4	True	Someone was demanded that something happened.
92	11	46	guess	NP Ved VPing	5	True	Someone guessed doing something.
92	11	47	promise	It Ved NP to VP	6	True	It promised someone to do something.
92	11	48	forbid	NP Ved WH to VP	3	True	Someone forbade why to do something.
92	11	49	allow	S, NP Ved	6	True	Something happened, someone allowed.
92	11	50	feel	It Ved NP WH to VP	1	True	It felt someone where to do something.
92	11	51	see	NP Ved that S	7	True	Someone saw that something happened.
92	11	52	amaze	It Ved NP WH S	7	True	It amazed someone how something happened.
92	11	53	understand	NP Ved it that S notense	5	True	Someone understood it that something happen.
92	11	54	hope	NP Ved about NP	6	True	Someone hoped about something.
92	11	55	allow	NP Ved WH to VP	3	True	Someone allowed why to do something.
92	11	56	doubt	NP Ved WH S	7	True	Someone doubted why something happened.
