verb	frame	polarity	sentence	veridicalitylike	veridicalitynorm
applaud	NP Ved NP to VP[+eventive]	negative	Someone didn\'t applaud a particular person to do a particular thing.	-0.63537943	-0.033846095
applaud	NP Ved NP to VP[+eventive]	positive	Someone applauded a particular person to do a particular thing.	-0.21208715	-0.033846095
hear	NP Ved that S	negative	Someone didn\'t hear that a particular thing happened	-0.26987594	-0.034723043
hear	NP Ved that S	positive	Someone heard that a particular thing happened	-0.3887307	-0.034723043
engage	NP was Ved to VP[+eventive]	positive	A particular person was engaged to do a particular thing.	-0.5522757	-0.036927957
engage	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t engaged to do a particular thing.	-0.43460166	-0.036927957
raise	NP Ved NP to VP[+eventive]	positive	Someone raised a particular person to do a particular thing.	-0.3501223	-0.038544055
raise	NP Ved NP to VP[+eventive]	negative	Someone didn\'t raise a particular person to do a particular thing.	-0.43069506	-0.038544055
find	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t found to have a particular thing.	-0.98452204	-0.04406291
find	NP was Ved to VP[-eventive]	positive	A particular person was found to have a particular thing.	-1.042039	-0.04406291
tempt	NP Ved NP to VP[-eventive]	negative	Someone didn\'t tempt a particular person to have a particular thing.	-0.2779319	-0.044301715
tempt	NP Ved NP to VP[-eventive]	positive	Someone tempted a particular person to have a particular thing.	-0.2888118	-0.044301715
bug	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t bugged to do a particular thing.	-0.24804255	-0.052062165
bug	NP was Ved to VP[+eventive]	positive	A particular person was bugged to do a particular thing.	-0.32618862	-0.052062165
assign	NP Ved NP to VP[-eventive]	negative	Someone didn\'t assign a particular person to have a particular thing.	-0.34811774	-0.0522145
assign	NP Ved NP to VP[-eventive]	positive	Someone assigned a particular person to have a particular thing.	-0.46841252	-0.0522145
encourage	NP Ved NP to VP[+eventive]	positive	Someone encouraged a particular person to do a particular thing.	-0.3553896	-0.052968327
encourage	NP Ved NP to VP[+eventive]	negative	Someone didn\'t encourage a particular person to do a particular thing.	-0.1886613	-0.052968327
okay	NP Ved to VP[+eventive]	positive	A particular person okayed to do a particular thing.	-0.42606285	-0.05372297
okay	NP Ved to VP[+eventive]	negative	A particular person didn\'t okay to do a particular thing.	-0.38630208	-0.05372297
detest	NP Ved to VP[+eventive]	positive	A particular person detested to do a particular thing.	-0.55700696	-0.05574635
detest	NP Ved to VP[+eventive]	negative	A particular person didn\'t detest to do a particular thing.	-0.28329507	-0.05574635
educate	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t educated to do a particular thing.	-0.13503456	-0.056943692
educate	NP was Ved to VP[+eventive]	positive	A particular person was educated to do a particular thing.	-0.46224782	-0.056943692
beam	NP Ved that S	positive	Someone beamed that a particular thing happened	-0.318508	-0.057171907
beam	NP Ved that S	negative	Someone didn\'t beam that a particular thing happened	-0.40857098	-0.057171907
measure	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t measured to do a particular thing.	-0.36625442	-0.057671316
measure	NP was Ved to VP[+eventive]	positive	A particular person was measured to do a particular thing.	-0.47970185	-0.057671316
diagnose	NP Ved NP to VP[-eventive]	negative	Someone didn\'t diagnose a particular person to have a particular thing.	-0.45977515	-0.05924864
diagnose	NP Ved NP to VP[-eventive]	positive	Someone diagnosed a particular person to have a particular thing.	-0.4577949	-0.05924864
instruct	NP was Ved that S	positive	Someone was instructed that a particular thing happened	-0.4236201	-0.060519584
instruct	NP was Ved that S	negative	Someone wasn\'t instructed that a particular thing happened	-0.33125728	-0.060519584
proclaim	NP was Ved to VP[-eventive]	positive	A particular person was proclaimed to have a particular thing.	-0.2773819	-0.061259147
proclaim	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t proclaimed to have a particular thing.	-0.16406201	-0.061259147
subdue	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t subdued to do a particular thing.	-0.48067135	-0.061307907
subdue	NP was Ved to VP[+eventive]	positive	A particular person was subdued to do a particular thing.	-0.59886754	-0.061307907
ask	NP Ved for NP to VP	negative	Someone didn\'t ask for a particular thing to happen.	-0.30565688	-0.06280728
ask	NP Ved for NP to VP	positive	Someone asked for a particular thing to happen.	-0.22069001	-0.06280728
suggest	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t suggested to have a particular thing.	-0.24981947	-0.06419767
suggest	NP was Ved to VP[-eventive]	positive	A particular person was suggested to have a particular thing.	-0.36028546	-0.06419767
advise	NP Ved for NP to VP	negative	Someone didn\'t advise for a particular thing to happen.	-0.26663157	-0.06425804
advise	NP Ved for NP to VP	positive	Someone advised for a particular thing to happen.	-0.24446431	-0.06425804
elaborate	NP Ved that S	negative	Someone didn\'t elaborate that a particular thing happened	-0.29118702	-0.06522294
elaborate	NP Ved that S	positive	Someone elaborated that a particular thing happened	-0.32730803	-0.06522294
consider	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t considered to have a particular thing.	-0.37236404	-0.06686697
consider	NP was Ved to VP[-eventive]	positive	A particular person was considered to have a particular thing.	-0.42371175	-0.06686697
deserve	NP Ved to VP[+eventive]	negative	A particular person didn\'t deserve to do a particular thing.	-0.37896767	-0.06830673
deserve	NP Ved to VP[+eventive]	positive	A particular person deserved to do a particular thing.	-0.28649986	-0.06830673
decree	NP Ved for NP to VP	negative	Someone didn\'t decree for a particular thing to happen.	-0.27832183	-0.06955414
decree	NP Ved for NP to VP	positive	Someone decreed for a particular thing to happen.	-0.4055436	-0.06955414
petition	NP Ved for NP to VP	positive	Someone petitioned for a particular thing to happen.	-0.40898955	-0.070699476
petition	NP Ved for NP to VP	negative	Someone didn\'t petition for a particular thing to happen.	-0.26350015	-0.070699476
scoff	NP Ved that S	negative	Someone didn\'t scoff that a particular thing happened	-0.30430079	-0.072135665
scoff	NP Ved that S	positive	Someone scoffed that a particular thing happened	-0.43601033	-0.072135665
perceive	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t perceived to do a particular thing.	-0.2003761	-0.072180316
perceive	NP was Ved to VP[+eventive]	positive	A particular person was perceived to do a particular thing.	-0.37225005	-0.072180316
bother	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t bothered to do a particular thing.	-0.7156925	-0.07357735
bother	NP was Ved to VP[+eventive]	positive	A particular person was bothered to do a particular thing.	-0.4865744	-0.07357735
chant	NP Ved that S	negative	Someone didn\'t chant that a particular thing happened	-0.4687363	-0.074320234
chant	NP Ved that S	positive	Someone chanted that a particular thing happened	-0.32334188	-0.074320234
call	NP Ved NP to VP[+eventive]	negative	Someone didn\'t call a particular person to do a particular thing.	-0.3899295	-0.07498713
call	NP Ved NP to VP[+eventive]	positive	Someone called a particular person to do a particular thing.	-0.4543456	-0.07498713
demand	NP Ved for NP to VP	positive	Someone demanded for a particular thing to happen.	-0.390387	-0.07540733
demand	NP Ved for NP to VP	negative	Someone didn\'t demand for a particular thing to happen.	-0.2364733	-0.07540733
rant	NP Ved that S	positive	Someone ranted that a particular thing happened	-0.18078426	-0.07569932
rant	NP Ved that S	negative	Someone didn\'t rant that a particular thing happened	-0.31958228	-0.07569932
insist	NP Ved to VP[-eventive]	positive	A particular person insisted to have a particular thing.	-0.28423572	-0.07655483
insist	NP Ved to VP[-eventive]	negative	A particular person didn\'t insist to have a particular thing.	-0.24032296	-0.07655483
bless	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t blessed to have a particular thing.	-0.8832949	-0.07689704
bless	NP was Ved to VP[-eventive]	positive	A particular person was blessed to have a particular thing.	-0.80144787	-0.07689704
advertise	NP Ved to VP[+eventive]	positive	A particular person advertised to do a particular thing.	-0.49102405	-0.076961406
advertise	NP Ved to VP[+eventive]	negative	A particular person didn\'t advertise to do a particular thing.	-0.13887793	-0.076961406
predict	NP Ved for NP to VP	positive	Someone predicted for a particular thing to happen.	-0.2534731	-0.0790292
predict	NP Ved for NP to VP	negative	Someone didn\'t predict for a particular thing to happen.	-0.44192353	-0.0790292
press	NP was Ved to VP[-eventive]	positive	A particular person was pressed to have a particular thing.	-0.31155995	-0.079045385
press	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t pressed to have a particular thing.	-0.26618797	-0.079045385
study	NP Ved to VP[+eventive]	negative	A particular person didn\'t study to do a particular thing.	-0.49188286	-0.08022527
study	NP Ved to VP[+eventive]	positive	A particular person studied to do a particular thing.	-0.44585356	-0.08022527
appeal	NP Ved to VP[+eventive]	positive	A particular person appealed to do a particular thing.	-0.35724604	-0.08094092
appeal	NP Ved to VP[+eventive]	negative	A particular person didn\'t appeal to do a particular thing.	-0.29291373	-0.08094092
consult	NP Ved NP to VP[+eventive]	positive	Someone consulted a particular person to do a particular thing.	-0.3135024	-0.08125167
consult	NP Ved NP to VP[+eventive]	negative	Someone didn\'t consult a particular person to do a particular thing.	-0.27477455	-0.08125167
claim	NP Ved to VP[-eventive]	negative	A particular person didn\'t claim to have a particular thing.	-0.1653387	-0.08155862
claim	NP Ved to VP[-eventive]	positive	A particular person claimed to have a particular thing.	-0.22336982	-0.08155862
distrust	NP Ved NP to VP[-eventive]	negative	Someone didn\'t distrust a particular person to have a particular thing.	-0.4388405	-0.08157959
distrust	NP Ved NP to VP[-eventive]	positive	Someone distrusted a particular person to have a particular thing.	-0.33400849	-0.08157959
specify	NP was Ved to VP[-eventive]	positive	A particular person was specified to have a particular thing.	-0.71749306	-0.081739284
specify	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t specified to have a particular thing.	-0.7716783	-0.081739284
promise	NP Ved NP to VP[+eventive]	negative	Someone didn\'t promise a particular person to do a particular thing.	-0.26534015	-0.08206594
promise	NP Ved NP to VP[+eventive]	positive	Someone promised a particular person to do a particular thing.	-0.4452338	-0.08206594
growl	NP Ved that S	negative	Someone didn\'t growl that a particular thing happened	-0.41172212	-0.08212203
growl	NP Ved that S	positive	Someone growled that a particular thing happened	-0.30686057	-0.08212203
recommend	NP Ved NP to VP[-eventive]	negative	Someone didn\'t recommend a particular person to have a particular thing.	-0.2533252	-0.0828421
recommend	NP Ved NP to VP[-eventive]	positive	Someone recommended a particular person to have a particular thing.	-0.43845445	-0.0828421
incite	NP Ved for NP to VP	positive	Someone incited for a particular thing to happen.	-0.1983803	-0.08421748
incite	NP Ved for NP to VP	negative	Someone didn\'t incite for a particular thing to happen.	-0.31798548	-0.08421748
sign_on	NP Ved for NP to VP	positive	Someone signed on for a particular thing to happen.	-0.21527803	-0.08529344
sign_on	NP Ved for NP to VP	negative	Someone didn\'t sign on for a particular thing to happen.	-0.23452482	-0.08529344
foresee	NP was Ved to VP[+eventive]	positive	A particular person was foreseen to do a particular thing.	-0.3669066	-0.08559136
foresee	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t foreseen to do a particular thing.	-0.44186938	-0.08559136
threaten	NP Ved NP to VP[+eventive]	positive	Someone threatened a particular person to do a particular thing.	-0.38613603	-0.086954266
threaten	NP Ved NP to VP[+eventive]	negative	Someone didn\'t threaten a particular person to do a particular thing.	-0.36216858	-0.086954266
assign	NP was Ved to VP[-eventive]	positive	A particular person was assigned to have a particular thing.	-0.43627062	-0.08697152
assign	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t assigned to have a particular thing.	-0.77700615	-0.08697152
press	NP Ved for NP to VP	positive	Someone pressed for a particular thing to happen.	-0.2656591	-0.088326715
press	NP Ved for NP to VP	negative	Someone didn\'t press for a particular thing to happen.	-0.24790907	-0.088326715
renegotiate	NP Ved to VP[+eventive]	positive	A particular person renegotiated to do a particular thing.	-0.35993618	-0.08854428
renegotiate	NP Ved to VP[+eventive]	negative	A particular person didn\'t renegotiate to do a particular thing.	-0.3032771	-0.08854428
license	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t licensed to do a particular thing.	-0.28100005	-0.08891357
license	NP was Ved to VP[+eventive]	positive	A particular person was licensed to do a particular thing.	-0.4574459	-0.08891357
describe	NP Ved that S	negative	Someone didn\'t describe that a particular thing happened	-0.43734246	-0.08909659
describe	NP Ved that S	positive	Someone described that a particular thing happened	-0.447445	-0.08909659
negotiate	NP Ved to VP[-eventive]	negative	A particular person didn\'t negotiate to have a particular thing.	-0.43723717	-0.089152545
negotiate	NP Ved to VP[-eventive]	positive	A particular person negotiated to have a particular thing.	-0.593722	-0.089152545
lobby	NP was Ved to VP[+eventive]	positive	A particular person was lobbied to do a particular thing.	-0.3192172	-0.09003448
lobby	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t lobbied to do a particular thing.	-0.2591264	-0.09003448
foretell	NP was Ved that S	negative	Someone wasn\'t foretold that a particular thing happened	-0.58763283	-0.090468206
foretell	NP was Ved that S	positive	Someone was foretold that a particular thing happened	-0.2629982	-0.090468206
claim	NP Ved to VP[+eventive]	positive	A particular person claimed to do a particular thing.	-0.53800315	-0.09090001
claim	NP Ved to VP[+eventive]	negative	A particular person didn\'t claim to do a particular thing.	-0.41232637	-0.09090001
mention	NP Ved to VP[+eventive]	negative	A particular person didn\'t mention to do a particular thing.	-0.22370376	-0.09162207
mention	NP Ved to VP[+eventive]	positive	A particular person mentioned to do a particular thing.	-0.24554777	-0.09162207
yell	NP was Ved to VP[+eventive]	positive	A particular person was yelled to do a particular thing.	-0.43387276	-0.09194933
yell	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t yelled to do a particular thing.	-0.41341636	-0.09194933
okay	NP Ved for NP to VP	negative	Someone didn\'t okay for a particular thing to happen.	-0.31456593	-0.09225439
okay	NP Ved for NP to VP	positive	Someone okayed for a particular thing to happen.	-0.43088618	-0.09225439
guide	NP was Ved to VP[+eventive]	positive	A particular person was guided to do a particular thing.	-0.74960834	-0.09235381
guide	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t guided to do a particular thing.	-0.8586122	-0.09235381
pester	NP was Ved to VP[+eventive]	positive	A particular person was pestered to do a particular thing.	-0.19176613	-0.09296048
pester	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t pestered to do a particular thing.	-0.34017962	-0.09296048
fancy	NP Ved NP to VP[-eventive]	positive	Someone fancied a particular person to have a particular thing.	-0.25102234	-0.092974894
fancy	NP Ved NP to VP[-eventive]	negative	Someone didn\'t fancy a particular person to have a particular thing.	-0.26106507	-0.092974894
ignore	NP Ved NP to VP[+eventive]	positive	Someone ignored a particular person to do a particular thing.	-0.22457494	-0.09541222
ignore	NP Ved NP to VP[+eventive]	negative	Someone didn\'t ignore a particular person to do a particular thing.	-0.2511392	-0.09541222
prompt	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t prompted to have a particular thing.	-0.51881313	-0.096936725
prompt	NP was Ved to VP[-eventive]	positive	A particular person was prompted to have a particular thing.	-0.6191162	-0.096936725
check	NP Ved to VP[-eventive]	positive	A particular person checked to have a particular thing.	-0.25721666	-0.09842911
check	NP Ved to VP[-eventive]	negative	A particular person didn\'t check to have a particular thing.	-0.26618832	-0.09842911
recall	NP Ved that S	negative	Someone didn\'t recall that a particular thing happened	-0.36326143	-0.09859539
recall	NP Ved that S	positive	Someone recalled that a particular thing happened	-0.44118473	-0.09859539
report	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t reported to do a particular thing.	-0.57616884	-0.10179062
report	NP was Ved to VP[+eventive]	positive	A particular person was reported to do a particular thing.	-0.5651325	-0.10179062
dread	NP Ved that S	negative	Someone didn\'t dread that a particular thing happened	-0.2995806	-0.102039695
dread	NP Ved that S	positive	Someone dreaded that a particular thing happened	-0.59611803	-0.102039695
commission	NP Ved NP to VP[+eventive]	negative	Someone didn\'t commission a particular person to do a particular thing.	-0.7312863	-0.102295436
commission	NP Ved NP to VP[+eventive]	positive	Someone commissioned a particular person to do a particular thing.	-0.7220206	-0.102295436
arrange	NP Ved to VP[-eventive]	negative	A particular person didn\'t arrange to have a particular thing.	-0.6895599	-0.10392617
arrange	NP Ved to VP[-eventive]	positive	A particular person arranged to have a particular thing.	-0.6853157	-0.10392617
command	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t commanded to do a particular thing.	-0.36056557	-0.10425193
command	NP was Ved to VP[+eventive]	positive	A particular person was commanded to do a particular thing.	-0.35671636	-0.10425193
get	NP Ved to VP[+eventive]	negative	A particular person didn\'t get to do a particular thing.	-1.1409668	-0.10618358
get	NP Ved to VP[+eventive]	positive	A particular person got to do a particular thing.	-0.89513886	-0.10618358
instruct	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t instructed to do a particular thing.	-0.4867313	-0.1065491
instruct	NP was Ved to VP[+eventive]	positive	A particular person was instructed to do a particular thing.	-0.5484153	-0.1065491
look	NP Ved for NP to VP	negative	Someone didn\'t look for a particular thing to happen.	-0.1561409	-0.10720927
look	NP Ved for NP to VP	positive	Someone looked for a particular thing to happen.	-0.22488305	-0.10720927
love	NP Ved for NP to VP	negative	Someone didn\'t love for a particular thing to happen.	-0.28696132	-0.10759778
love	NP Ved for NP to VP	positive	Someone loved for a particular thing to happen.	-0.2550832	-0.10759778
tell	NP Ved NP to VP[+eventive]	negative	Someone didn\'t tell a particular person to do a particular thing.	-0.4212535	-0.108123854
tell	NP Ved NP to VP[+eventive]	positive	Someone told a particular person to do a particular thing.	-0.46241236	-0.108123854
command	NP Ved NP to VP[-eventive]	negative	Someone didn\'t command a particular person to have a particular thing.	-0.24066067	-0.11098395
command	NP Ved NP to VP[-eventive]	positive	Someone commanded a particular person to have a particular thing.	-0.35905087	-0.11098395
trigger	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t triggered to do a particular thing.	-0.46360338	-0.11170411
trigger	NP was Ved to VP[+eventive]	positive	A particular person was triggered to do a particular thing.	-0.45047098	-0.11170411
name	NP Ved NP to VP[-eventive]	negative	Someone didn\'t name a particular person to have a particular thing.	-0.17582473	-0.11183204
name	NP Ved NP to VP[-eventive]	positive	Someone named a particular person to have a particular thing.	-0.39210692	-0.11183204
post	NP Ved that S	positive	Someone posted that a particular thing happened	-0.38487485	-0.11232114
post	NP Ved that S	negative	Someone didn\'t post that a particular thing happened	-0.43349034	-0.11232114
stutter	NP Ved that S	positive	Someone stuttered that a particular thing happened	-0.2916907	-0.11524079
stutter	NP Ved that S	negative	Someone didn\'t stutter that a particular thing happened	-0.3653046	-0.11524079
commend	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t commended to do a particular thing.	-0.47364894	-0.11541919
commend	NP was Ved to VP[+eventive]	positive	A particular person was commended to do a particular thing.	-0.34984532	-0.11541919
manage	NP Ved to VP[+eventive]	negative	A particular person didn\'t manage to do a particular thing.	-1.1133934	-0.11873431
manage	NP Ved to VP[+eventive]	positive	A particular person managed to do a particular thing.	-0.8182493	-0.11873431
bullshit	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t bullshitted to do a particular thing.	-0.68629557	-0.11899667
bullshit	NP was Ved to VP[+eventive]	positive	A particular person was bullshitted to do a particular thing.	-0.626354	-0.11899667
curse	NP Ved that S	negative	Someone didn\'t curse that a particular thing happened	-0.1900341	-0.121987715
curse	NP Ved that S	positive	Someone curst that a particular thing happened	-0.34973705	-0.121987715
mention	NP Ved that S	positive	Someone mentioned that a particular thing happened	-0.15418023	-0.12243783
mention	NP Ved that S	negative	Someone didn\'t mention that a particular thing happened	-0.33695552	-0.12243783
train	NP Ved NP to VP[-eventive]	positive	Someone trained a particular person to have a particular thing.	-0.4469511	-0.12355277
train	NP Ved NP to VP[-eventive]	negative	Someone didn\'t train a particular person to have a particular thing.	-0.6183669	-0.12355277
pick	NP Ved to VP[+eventive]	positive	A particular person picked to do a particular thing.	-0.4316624	-0.123675376
pick	NP Ved to VP[+eventive]	negative	A particular person didn\'t pick to do a particular thing.	-0.45723566	-0.123675376
hope	NP Ved for NP to VP	positive	Someone hoped for a particular thing to happen.	-0.2283899	-0.124575384
hope	NP Ved for NP to VP	negative	Someone didn\'t hope for a particular thing to happen.	-0.2666483	-0.124575384
alert	NP Ved NP to VP[+eventive]	positive	Someone alerted a particular person to do a particular thing.	-0.5102108	-0.12915498
alert	NP Ved NP to VP[+eventive]	negative	Someone didn\'t alert a particular person to do a particular thing.	-0.48236975	-0.12915498
clear	NP Ved NP to VP[+eventive]	negative	Someone didn\'t clear a particular person to do a particular thing.	-0.43072554	-0.12943633
clear	NP Ved NP to VP[+eventive]	positive	Someone cleared a particular person to do a particular thing.	-0.18598597	-0.12943633
respond	NP Ved to VP[-eventive]	positive	A particular person responded to have a particular thing.	-0.44767785	-0.12946093
respond	NP Ved to VP[-eventive]	negative	A particular person didn\'t respond to have a particular thing.	-0.2824067	-0.12946093
determine	NP Ved that S	negative	Someone didn\'t determine that a particular thing happened	-0.7139865	-0.12988712
determine	NP Ved that S	positive	Someone determined that a particular thing happened	-0.45147955	-0.12988712
look	NP Ved to VP[+eventive]	negative	A particular person didn\'t look to do a particular thing.	-0.17228167	-0.1319544
look	NP Ved to VP[+eventive]	positive	A particular person looked to do a particular thing.	-0.26682648	-0.1319544
conspire	NP Ved for NP to VP	positive	Someone conspired for a particular thing to happen.	-0.20047377	-0.13259402
conspire	NP Ved for NP to VP	negative	Someone didn\'t conspire for a particular thing to happen.	-0.13899364	-0.13259402
suspect	NP Ved for NP to VP	negative	Someone didn\'t suspect for a particular thing to happen.	-0.27264148	-0.1333035
suspect	NP Ved for NP to VP	positive	Someone suspected for a particular thing to happen.	-0.12897989	-0.1333035
invigorate	NP Ved NP to VP[+eventive]	positive	Someone invigorated a particular person to do a particular thing.	-0.5946169	-0.13355733
invigorate	NP Ved NP to VP[+eventive]	negative	Someone didn\'t invigorate a particular person to do a particular thing.	-0.49375653	-0.13355733
prepare	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t prepared to have a particular thing.	-0.4191577	-0.13497546
prepare	NP was Ved to VP[-eventive]	positive	A particular person was prepared to have a particular thing.	-0.31172916	-0.13497546
stimulate	NP was Ved to VP[+eventive]	positive	A particular person was stimulated to do a particular thing.	-0.72115546	-0.13579156
stimulate	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t stimulated to do a particular thing.	-0.85072833	-0.13579156
invite	NP Ved NP to VP[-eventive]	negative	Someone didn\'t invite a particular person to have a particular thing.	-0.35282505	-0.13603933
invite	NP Ved NP to VP[-eventive]	positive	Someone invited a particular person to have a particular thing.	-0.37935266	-0.13603933
send	NP Ved NP to VP[+eventive]	negative	Someone didn\'t send a particular person to do a particular thing.	-0.47859797	-0.13841332
send	NP Ved NP to VP[+eventive]	positive	Someone sent a particular person to do a particular thing.	-0.5329105	-0.13841332
articulate	NP Ved that S	negative	Someone didn\'t articulate that a particular thing happened	-0.435132	-0.13863325
articulate	NP Ved that S	positive	Someone articulated that a particular thing happened	-0.1751978	-0.13863325
commission	NP Ved NP to VP[-eventive]	negative	Someone didn\'t commission a particular person to have a particular thing.	-0.26504615	-0.13911365
commission	NP Ved NP to VP[-eventive]	positive	Someone commissioned a particular person to have a particular thing.	-0.6875969	-0.13911365
need	NP Ved for NP to VP	negative	Someone didn\'t need for a particular thing to happen.	-0.33491355	-0.13917248
need	NP Ved for NP to VP	positive	Someone needed for a particular thing to happen.	-0.30221704	-0.13917248
intend	NP Ved NP to VP[-eventive]	negative	Someone didn\'t intend a particular person to have a particular thing.	-0.17461318	-0.14092937
intend	NP Ved NP to VP[-eventive]	positive	Someone intended a particular person to have a particular thing.	-0.3374997	-0.14092937
license	NP Ved NP to VP[+eventive]	negative	Someone didn\'t license a particular person to do a particular thing.	-0.4739535	-0.14118877
license	NP Ved NP to VP[+eventive]	positive	Someone licensed a particular person to do a particular thing.	-0.38617292	-0.14118877
allege	NP was Ved to VP[-eventive]	positive	A particular person was alleged to have a particular thing.	-0.32985824	-0.14164808
allege	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t alleged to have a particular thing.	-0.20625411	-0.14164808
hound	NP Ved NP to VP[-eventive]	negative	Someone didn\'t hound a particular person to have a particular thing.	-0.22581024	-0.14179763
hound	NP Ved NP to VP[-eventive]	positive	Someone hounded a particular person to have a particular thing.	-0.20838737	-0.14179763
persuade	NP was Ved to VP[+eventive]	positive	A particular person was persuaded to do a particular thing.	-0.78785366	-0.14302811
persuade	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t persuaded to do a particular thing.	-1.0323356	-0.14302811
stipulate	NP Ved to VP[-eventive]	negative	A particular person didn\'t stipulate to have a particular thing.	-0.15495464	-0.1433562
stipulate	NP Ved to VP[-eventive]	positive	A particular person stipulated to have a particular thing.	-0.38343236	-0.1433562
stand	NP Ved to VP[+eventive]	negative	A particular person didn\'t stand to do a particular thing.	-0.40195608	-0.14445284
stand	NP Ved to VP[+eventive]	positive	A particular person stood to do a particular thing.	-0.6847523	-0.14445284
calculate	NP Ved for NP to VP	negative	Someone didn\'t calculate for a particular thing to happen.	-0.28299525	-0.14461362
calculate	NP Ved for NP to VP	positive	Someone calculated for a particular thing to happen.	-0.2658972	-0.14461362
mandate	NP Ved for NP to VP	positive	Someone mandated for a particular thing to happen.	-0.4378892	-0.14473894
mandate	NP Ved for NP to VP	negative	Someone didn\'t mandate for a particular thing to happen.	-0.41754654	-0.14473894
signal	NP Ved that S	negative	Someone didn\'t signal that a particular thing happened	-0.4939484	-0.1452402
signal	NP Ved that S	positive	Someone signalled that a particular thing happened	-0.4131192	-0.1452402
declare	NP Ved to VP[+eventive]	positive	A particular person declared to do a particular thing.	-0.2508035	-0.14746873
declare	NP Ved to VP[+eventive]	negative	A particular person didn\'t declare to do a particular thing.	-0.35125828	-0.14746873
counsel	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t counselled to do a particular thing.	-0.24279867	-0.14773901
counsel	NP was Ved to VP[+eventive]	positive	A particular person was counselled to do a particular thing.	-0.257031	-0.14773901
badger	NP Ved NP to VP[+eventive]	negative	Someone didn\'t badger a particular person to do a particular thing.	-0.30816722	-0.14861141
badger	NP Ved NP to VP[+eventive]	positive	Someone badgered a particular person to do a particular thing.	-0.37052232	-0.14861141
fool	NP was Ved to VP[+eventive]	positive	A particular person was fooled to do a particular thing.	-0.95581955	-0.14896564
fool	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t fooled to do a particular thing.	-1.3190743	-0.14896564
designate	NP Ved NP to VP[-eventive]	positive	Someone designated a particular person to have a particular thing.	-0.51225215	-0.15012713
designate	NP Ved NP to VP[-eventive]	negative	Someone didn\'t designate a particular person to have a particular thing.	-0.4935667	-0.15012713
report	NP Ved to VP[-eventive]	positive	A particular person reported to have a particular thing.	-0.42830053	-0.15078367
report	NP Ved to VP[-eventive]	negative	A particular person didn\'t report to have a particular thing.	-0.66402656	-0.15078367
charge	NP was Ved to VP[+eventive]	positive	A particular person was charged to do a particular thing.	-0.19828528	-0.15232185
charge	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t charged to do a particular thing.	-0.36104417	-0.15232185
communicate	NP Ved that S	negative	Someone didn\'t communicate that a particular thing happened	-0.57020414	-0.15262231
communicate	NP Ved that S	positive	Someone communicated that a particular thing happened	-0.39326155	-0.15262231
assess	NP Ved NP to VP[-eventive]	negative	Someone didn\'t assess a particular person to have a particular thing.	-0.5429814	-0.15481697
assess	NP Ved NP to VP[-eventive]	positive	Someone assessed a particular person to have a particular thing.	-0.6363673	-0.15481697
phone	NP Ved for NP to VP	negative	Someone didn\'t phone for a particular thing to happen.	-0.27226907	-0.1559337
phone	NP Ved for NP to VP	positive	Someone phoned for a particular thing to happen.	-0.41514945	-0.1559337
exclaim	NP Ved to VP[+eventive]	negative	A particular person didn\'t exclaim to do a particular thing.	-0.3117661	-0.15713122
exclaim	NP Ved to VP[+eventive]	positive	A particular person exclaimed to do a particular thing.	-0.35639408	-0.15713122
allow	NP Ved NP to VP[+eventive]	negative	Someone didn\'t allow a particular person to do a particular thing.	-0.83448905	-0.15789723
allow	NP Ved NP to VP[+eventive]	positive	Someone allowed a particular person to do a particular thing.	-0.67716306	-0.15789723
