participant	list	presentationorder	verb	frame	tense	sentence	response	nativeenglish	version
12	0	47	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	7.0	True	2
18	0	30	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	2.0	True	2
41	0	33	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	6.0	True	2
3	0	30	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	7.0	True	2
4	0	30	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	7.0	True	2
39	0	28	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	6.0	True	2
19	0	32	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	6.0	True	2
25	0	38	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	7.0	True	2
8	0	13	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	6.0	True	2
27	0	21	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	7.0	True	2
40	0	50	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	6.0	True	2
13	0	6	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	6.0	True	2
22	0	6	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	7.0	True	2
9	0	46	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	7.0	True	2
14	0	4	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	6.0	True	2
28	0	47	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	7.0	True	2
35	0	23	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	7.0	True	2
23	0	41	investigate	NP be V about whether S	past_progressive	Someone was being investigated about whether something happened.	7.0	True	2
44	0	9	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
10	0	35	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
33	0	7	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
24	0	24	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
2	0	1	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
47	0	11	invite	NP V whichNP to VP	past	Someone invited which thing to do.	3.0	True	1
17	0	30	invite	NP V whichNP to VP	past	Someone invited which thing to do.	5.0	True	1
43	0	40	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
20	0	1	invite	NP V whichNP to VP	past	Someone invited which thing to do.	4.0	True	1
42	0	32	invite	NP V whichNP to VP	past	Someone invited which thing to do.	3.0	True	1
34	0	1	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
11	0	25	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
5	0	19	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
38	0	43	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
0	0	24	invite	NP V whichNP to VP	past	Someone invited which thing to do.	6.0	True	1
48	0	9	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
37	0	43	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
26	0	16	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
29	0	37	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
46	0	6	invite	NP V whichNP to VP	past	Someone invited which thing to do.	4.0	True	1
1	0	41	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
32	0	28	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
7	0	11	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
36	0	50	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
49	0	27	invite	NP V whichNP to VP	past	Someone invited which thing to do.	3.0	True	1
15	0	48	invite	NP V whichNP to VP	past	Someone invited which thing to do.	3.0	True	1
21	0	1	invite	NP V whichNP to VP	past	Someone invited which thing to do.	6.0	True	1
45	0	15	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
30	0	19	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
16	0	18	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
6	0	16	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
31	0	44	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
12	0	24	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
18	0	24	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
41	0	10	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
3	0	3	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
4	0	19	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
39	0	1	invite	NP V whichNP to VP	past	Someone invited which thing to do.	4.0	True	1
19	0	2	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
25	0	36	invite	NP V whichNP to VP	past	Someone invited which thing to do.	3.0	True	1
8	0	2	invite	NP V whichNP to VP	past	Someone invited which thing to do.	4.0	True	1
27	0	16	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
40	0	9	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
13	0	10	invite	NP V whichNP to VP	past	Someone invited which thing to do.	3.0	True	1
22	0	14	invite	NP V whichNP to VP	past	Someone invited which thing to do.	2.0	True	1
9	0	31	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
14	0	32	invite	NP V whichNP to VP	past	Someone invited which thing to do.	3.0	True	1
28	0	6	invite	NP V whichNP to VP	past	Someone invited which thing to do.	3.0	True	1
35	0	24	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
23	0	37	invite	NP V whichNP to VP	past	Someone invited which thing to do.	1.0	True	1
44	0	5	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
10	0	14	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
33	0	13	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	1.0	True	2
24	0	7	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
2	0	21	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	1.0	True	2
47	0	4	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	4.0	True	2
17	0	7	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	5.0	True	2
43	0	22	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	1.0	True	2
20	0	14	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	4.0	True	2
42	0	16	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
34	0	15	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	1.0	True	2
11	0	46	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	1.0	True	2
5	0	20	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
38	0	7	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
0	0	45	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	4.0	True	2
48	0	4	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	4.0	True	2
37	0	12	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
26	0	46	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
29	0	23	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
46	0	46	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	5.0	True	2
1	0	49	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
32	0	14	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	1.0	True	2
7	0	20	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
36	0	46	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	1.0	True	2
49	0	8	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
15	0	5	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	5.0	True	2
21	0	22	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	4.0	True	2
45	0	41	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
30	0	7	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
16	0	38	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
6	0	39	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
31	0	22	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
12	0	37	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	1.0	True	2
18	0	13	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
41	0	45	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
3	0	7	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
4	0	16	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	1.0	True	2
39	0	6	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	4.0	True	2
19	0	3	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	2.0	True	2
25	0	4	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	5.0	True	2
8	0	12	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
27	0	28	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
40	0	21	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	5.0	True	2
13	0	33	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
22	0	4	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
9	0	41	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
14	0	12	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
28	0	13	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	4.0	True	2
35	0	21	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	3.0	True	2
23	0	31	judge	NP V to NP that S	past_progressive	Someone was judging to someone that something happened.	1.0	True	2
44	0	27	look	NP be V	past	Someone was looked.	1.0	True	1
10	0	34	look	NP be V	past	Someone was looked.	2.0	True	1
33	0	36	look	NP be V	past	Someone was looked.	1.0	True	1
24	0	37	look	NP be V	past	Someone was looked.	2.0	True	1
2	0	2	look	NP be V	past	Someone was looked.	1.0	True	1
47	0	43	look	NP be V	past	Someone was looked.	3.0	True	1
17	0	48	look	NP be V	past	Someone was looked.	5.0	True	1
43	0	17	look	NP be V	past	Someone was looked.	1.0	True	1
20	0	35	look	NP be V	past	Someone was looked.	3.0	True	1
42	0	42	look	NP be V	past	Someone was looked.	4.0	True	1
34	0	44	look	NP be V	past	Someone was looked.	1.0	True	1
11	0	16	look	NP be V	past	Someone was looked.	1.0	True	1
5	0	6	look	NP be V	past	Someone was looked.	3.0	True	1
38	0	36	look	NP be V	past	Someone was looked.	1.0	True	1
0	0	4	look	NP be V	past	Someone was looked.	6.0	True	1
48	0	26	look	NP be V	past	Someone was looked.	1.0	True	1
37	0	41	look	NP be V	past	Someone was looked.	1.0	True	1
26	0	1	look	NP be V	past	Someone was looked.	2.0	True	1
29	0	19	look	NP be V	past	Someone was looked.	2.0	True	1
46	0	25	look	NP be V	past	Someone was looked.	2.0	True	1
1	0	29	look	NP be V	past	Someone was looked.	1.0	True	1
32	0	21	look	NP be V	past	Someone was looked.	1.0	True	1
7	0	15	look	NP be V	past	Someone was looked.	2.0	True	1
36	0	43	look	NP be V	past	Someone was looked.	1.0	True	1
49	0	30	look	NP be V	past	Someone was looked.	2.0	True	1
15	0	20	look	NP be V	past	Someone was looked.	1.0	True	1
21	0	26	look	NP be V	past	Someone was looked.	7.0	True	1
45	0	25	look	NP be V	past	Someone was looked.	1.0	True	1
30	0	34	look	NP be V	past	Someone was looked.	2.0	True	1
16	0	9	look	NP be V	past	Someone was looked.	2.0	True	1
6	0	28	look	NP be V	past	Someone was looked.	1.0	True	1
31	0	34	look	NP be V	past	Someone was looked.	2.0	True	1
12	0	42	look	NP be V	past	Someone was looked.	3.0	True	1
18	0	1	look	NP be V	past	Someone was looked.	2.0	True	1
41	0	4	look	NP be V	past	Someone was looked.	2.0	True	1
3	0	13	look	NP be V	past	Someone was looked.	1.0	True	1
4	0	37	look	NP be V	past	Someone was looked.	1.0	True	1
39	0	32	look	NP be V	past	Someone was looked.	1.0	True	1
19	0	34	look	NP be V	past	Someone was looked.	2.0	True	1
25	0	18	look	NP be V	past	Someone was looked.	5.0	True	1
8	0	9	look	NP be V	past	Someone was looked.	1.0	True	1
27	0	23	look	NP be V	past	Someone was looked.	1.0	True	1
40	0	5	look	NP be V	past	Someone was looked.	1.0	True	1
13	0	3	look	NP be V	past	Someone was looked.	1.0	True	1
22	0	1	look	NP be V	past	Someone was looked.	1.0	True	1
9	0	30	look	NP be V	past	Someone was looked.	1.0	True	1
14	0	27	look	NP be V	past	Someone was looked.	1.0	True	1
28	0	26	look	NP be V	past	Someone was looked.	3.0	True	1
35	0	22	look	NP be V	past	Someone was looked.	2.0	True	1
23	0	22	look	NP be V	past	Someone was looked.	1.0	True	1
44	0	23	need	NP be V so	present	Someone is needed so.	2.0	True	2
10	0	15	need	NP be V so	present	Someone is needed so.	4.0	True	2
33	0	39	need	NP be V so	present	Someone is needed so.	1.0	True	2
24	0	14	need	NP be V so	present	Someone is needed so.	2.0	True	2
2	0	22	need	NP be V so	present	Someone is needed so.	1.0	True	2
47	0	39	need	NP be V so	present	Someone is needed so.	4.0	True	2
17	0	24	need	NP be V so	present	Someone is needed so.	4.0	True	2
43	0	50	need	NP be V so	present	Someone is needed so.	3.0	True	2
20	0	15	need	NP be V so	present	Someone is needed so.	3.0	True	2
42	0	22	need	NP be V so	present	Someone is needed so.	1.0	True	2
34	0	50	need	NP be V so	present	Someone is needed so.	2.0	True	2
11	0	30	need	NP be V so	present	Someone is needed so.	3.0	True	2
5	0	14	need	NP be V so	present	Someone is needed so.	4.0	True	2
38	0	8	need	NP be V so	present	Someone is needed so.	1.0	True	2
0	0	30	need	NP be V so	present	Someone is needed so.	4.0	True	2
48	0	24	need	NP be V so	present	Someone is needed so.	4.0	True	2
37	0	47	need	NP be V so	present	Someone is needed so.	3.0	True	2
26	0	20	need	NP be V so	present	Someone is needed so.	2.0	True	2
29	0	13	need	NP be V so	present	Someone is needed so.	2.0	True	2
46	0	30	need	NP be V so	present	Someone is needed so.	6.0	True	2
1	0	31	need	NP be V so	present	Someone is needed so.	2.0	True	2
32	0	23	need	NP be V so	present	Someone is needed so.	4.0	True	2
7	0	21	need	NP be V so	present	Someone is needed so.	4.0	True	2
36	0	15	need	NP be V so	present	Someone is needed so.	7.0	True	2
49	0	12	need	NP be V so	present	Someone is needed so.	5.0	True	2
15	0	8	need	NP be V so	present	Someone is needed so.	3.0	True	2
21	0	24	need	NP be V so	present	Someone is needed so.	6.0	True	2
45	0	22	need	NP be V so	present	Someone is needed so.	1.0	True	2
30	0	41	need	NP be V so	present	Someone is needed so.	3.0	True	2
16	0	47	need	NP be V so	present	Someone is needed so.	3.0	True	2
6	0	40	need	NP be V so	present	Someone is needed so.	6.0	True	2
31	0	23	need	NP be V so	present	Someone is needed so.	2.0	True	2
12	0	13	need	NP be V so	present	Someone is needed so.	2.0	True	2
18	0	45	need	NP be V so	present	Someone is needed so.	2.0	True	2
41	0	31	need	NP be V so	present	Someone is needed so.	3.0	True	2
3	0	48	need	NP be V so	present	Someone is needed so.	1.0	True	2
4	0	7	need	NP be V so	present	Someone is needed so.	1.0	True	2
39	0	4	need	NP be V so	present	Someone is needed so.	2.0	True	2
19	0	5	need	NP be V so	present	Someone is needed so.	1.0	True	2
25	0	16	need	NP be V so	present	Someone is needed so.	2.0	True	2
8	0	24	need	NP be V so	present	Someone is needed so.	4.0	True	2
27	0	31	need	NP be V so	present	Someone is needed so.	1.0	True	2
40	0	6	need	NP be V so	present	Someone is needed so.	3.0	True	2
13	0	4	need	NP be V so	present	Someone is needed so.	4.0	True	2
22	0	41	need	NP be V so	present	Someone is needed so.	2.0	True	2
9	0	28	need	NP be V so	present	Someone is needed so.	7.0	True	2
14	0	6	need	NP be V so	present	Someone is needed so.	2.0	True	2
28	0	45	need	NP be V so	present	Someone is needed so.	3.0	True	2
35	0	28	need	NP be V so	present	Someone is needed so.	3.0	True	2
23	0	38	need	NP be V so	present	Someone is needed so.	1.0	True	2
44	0	47	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
10	0	39	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
33	0	38	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	1.0	True	2
24	0	32	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	5.0	True	2
2	0	5	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	5.0	True	2
47	0	29	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
17	0	15	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
43	0	31	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
20	0	39	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	5.0	True	2
42	0	8	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	3.0	True	2
34	0	23	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
11	0	21	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
5	0	3	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
38	0	23	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
0	0	28	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	5.0	True	2
48	0	46	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
37	0	45	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	4.0	True	2
26	0	21	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
29	0	7	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
46	0	29	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
1	0	40	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
32	0	5	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
7	0	12	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
36	0	20	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
49	0	41	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	5.0	True	2
15	0	38	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
21	0	5	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
45	0	49	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
30	0	32	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
16	0	13	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
6	0	6	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
31	0	47	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	5.0	True	2
12	0	20	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
18	0	29	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
41	0	28	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	2.0	True	2
3	0	49	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
4	0	8	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
39	0	31	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
19	0	45	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
25	0	37	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	5.0	True	2
8	0	28	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
27	0	12	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
40	0	46	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
13	0	16	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
22	0	13	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
9	0	32	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
14	0	20	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	5.0	True	2
28	0	29	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	6.0	True	2
35	0	29	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	7.0	True	2
23	0	48	portray	NP V NP to NP	past_progressive	Someone was portraying something to someone.	5.0	True	2
44	0	42	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
10	0	16	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
33	0	15	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
24	0	33	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
2	0	17	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
47	0	44	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
17	0	21	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	4.0	True	1
43	0	32	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
20	0	42	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	3.0	True	1
42	0	15	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	3.0	True	1
34	0	20	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
11	0	31	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
5	0	2	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
38	0	1	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
0	0	41	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	4.0	True	1
48	0	1	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
37	0	10	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
26	0	27	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
29	0	28	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	3.0	True	1
46	0	31	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	4.0	True	1
1	0	24	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
32	0	1	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
7	0	41	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
36	0	41	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
49	0	36	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
15	0	36	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	6.0	True	1
21	0	45	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	6.0	True	1
45	0	26	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
30	0	36	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
16	0	10	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
6	0	27	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
31	0	11	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
12	0	43	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
18	0	41	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
41	0	43	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
3	0	37	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
4	0	22	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
39	0	9	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	4.0	True	1
19	0	26	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
25	0	40	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	4.0	True	1
8	0	48	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
27	0	41	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
40	0	17	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
13	0	35	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	3.0	True	1
22	0	47	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
9	0	10	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
14	0	49	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
28	0	31	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
35	0	27	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	2.0	True	1
23	0	28	publish	NP V NP whichNP S	past	Someone published someone which thing happened.	1.0	True	1
44	0	29	query	NP V NP VPing	present	Someone queries someone doing something.	5.0	True	2
10	0	36	query	NP V NP VPing	present	Someone queries someone doing something.	5.0	True	2
33	0	4	query	NP V NP VPing	present	Someone queries someone doing something.	4.0	True	2
24	0	31	query	NP V NP VPing	present	Someone queries someone doing something.	4.0	True	2
2	0	43	query	NP V NP VPing	present	Someone queries someone doing something.	1.0	True	2
47	0	9	query	NP V NP VPing	present	Someone queries someone doing something.	5.0	True	2
17	0	34	query	NP V NP VPing	present	Someone queries someone doing something.	5.0	True	2
43	0	26	query	NP V NP VPing	present	Someone queries someone doing something.	1.0	True	2
20	0	19	query	NP V NP VPing	present	Someone queries someone doing something.	6.0	True	2
42	0	35	query	NP V NP VPing	present	Someone queries someone doing something.	4.0	True	2
34	0	25	query	NP V NP VPing	present	Someone queries someone doing something.	7.0	True	2
11	0	44	query	NP V NP VPing	present	Someone queries someone doing something.	7.0	True	2
5	0	35	query	NP V NP VPing	present	Someone queries someone doing something.	5.0	True	2
38	0	28	query	NP V NP VPing	present	Someone queries someone doing something.	3.0	True	2
0	0	6	query	NP V NP VPing	present	Someone queries someone doing something.	4.0	True	2
48	0	11	query	NP V NP VPing	present	Someone queries someone doing something.	2.0	True	2
37	0	4	query	NP V NP VPing	present	Someone queries someone doing something.	1.0	True	2
26	0	34	query	NP V NP VPing	present	Someone queries someone doing something.	6.0	True	2
29	0	4	query	NP V NP VPing	present	Someone queries someone doing something.	1.0	True	2
46	0	27	query	NP V NP VPing	present	Someone queries someone doing something.	4.0	True	2
1	0	26	query	NP V NP VPing	present	Someone queries someone doing something.	5.0	True	2
32	0	49	query	NP V NP VPing	present	Someone queries someone doing something.	5.0	True	2
7	0	25	query	NP V NP VPing	present	Someone queries someone doing something.	6.0	True	2
36	0	3	query	NP V NP VPing	present	Someone queries someone doing something.	7.0	True	2
49	0	34	query	NP V NP VPing	present	Someone queries someone doing something.	3.0	True	2
15	0	42	query	NP V NP VPing	present	Someone queries someone doing something.	6.0	True	2
