listid	participant	verb	subject	consequent	valence	question	response
1	9	convince	daughter	believe	negative	What proportion of fathers generally believe that their sons will crash the family car?	0.1
1	13	convince	daughter	believe	negative	What proportion of fathers generally believe that their sons will crash the family car?	0.5
1	73	convince	daughter	believe	negative	What proportion of fathers generally believe that their sons will crash the family car?	0.0
1	92	convince	daughter	believe	negative	What proportion of fathers generally believe that their sons will crash the family car?	0.23
1	97	convince	daughter	believe	negative	What proportion of fathers generally believe that their sons will crash the family car?	0.22
1	10	convince	daughter	believe	negative	What proportion of fathers generally believe that their sons will crash the family car?	0.3
1	48	convince	daughter	believe	negative	What proportion of fathers generally believe that their sons will crash the family car?	0.01
1	41	convince	daughter	believe	negative	What proportion of fathers generally believe that their sons will crash the family car?	0.07
3	0	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.74
3	17	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.5
3	43	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.67
3	87	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.55
3	14	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.4
3	11	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.45
3	99	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	1.0
3	55	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.41
3	81	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.4
3	77	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.7
3	54	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.41
3	53	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.6
3	60	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.7
3	79	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.67
3	58	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.82
3	8	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.3
3	91	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.58
3	40	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.56
3	67	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.31
3	94	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.2
3	23	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.64
3	80	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.4
3	78	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.45
3	35	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.32
3	93	dissuade	reporter	believe	positive	What proportion of citizens generally believe city councils will be effective?	0.6
1	46	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.9
1	56	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	1.0
1	70	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.97
1	42	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.99
1	86	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	1.0
1	3	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.94
1	32	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.93
1	75	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.9
1	6	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.65
1	39	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	1.0
1	72	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	1.0
1	24	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.69
1	4	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	1.0
1	28	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.82
1	22	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	1.0
1	5	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.87
1	57	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.88
1	9	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	1.0
1	13	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	1.0
1	73	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	1.0
1	92	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	1.0
1	97	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	1.0
1	10	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.69
1	48	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	1.0
1	41	dissuade	reporter	want	positive	What proportion of citizens generally want city councils to be effective?	0.3
3	0	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	1.0
3	17	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.52
3	43	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.22
3	87	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.3
3	14	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.7
3	11	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.33
3	99	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.5
3	55	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.21
3	81	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.38
3	77	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.01
3	54	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.32
3	53	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	1.0
3	60	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.15
3	79	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.17
3	58	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.0
3	8	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	1.0
3	91	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.63
3	40	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.27
3	67	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.15
3	94	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.11
3	23	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.21
3	80	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.9
3	78	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.3
3	35	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.22
3	93	persuade	coroner	believe	negative	What proportion of detectives generally believe that men will die violently?	0.4
1	46	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.07
1	56	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.0
1	70	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.2
1	42	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.02
1	86	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.12
1	3	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.01
1	32	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.05
1	75	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.26
1	6	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.56
1	39	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.0
1	72	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.5
1	24	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.06
1	4	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.0
1	28	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.0
1	22	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.23
1	5	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.17
1	57	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.0
1	9	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.0
1	13	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.0
1	73	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.0
1	92	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.0
1	97	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.05
1	10	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.01
1	48	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.0
1	41	persuade	coroner	want	negative	What proportion of detectives generally want men to die violently?	0.03
3	0	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.75
3	17	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.81
3	43	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.62
3	87	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.61
3	14	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.8
3	11	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.8
3	99	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	1.0
3	55	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.81
3	81	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.76
3	77	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.75
3	54	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.65
3	53	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.55
3	60	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.65
3	79	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.87
3	58	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	1.0
3	8	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.82
3	91	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.5
3	40	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.64
3	67	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.39
3	94	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.63
3	23	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.67
3	80	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.6
3	78	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.75
3	35	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.62
3	93	convince	therapist	believe	positive	What proportion of patients generally believe that their therapy sessions will help?	0.7
1	46	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.99
1	56	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	1.0
1	70	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.96
1	42	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.95
1	86	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	1.0
1	3	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	1.0
1	32	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.96
1	75	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.9
1	6	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.35
1	39	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	1.0
1	72	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	1.0
1	24	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.87
1	4	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.97
1	28	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	1.0
1	22	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	1.0
1	5	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	1.0
1	57	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.96
1	9	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.99
1	13	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	1.0
1	73	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	1.0
1	92	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	1.0
1	97	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.98
1	10	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.95
1	48	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.63
1	41	convince	therapist	want	positive	What proportion of patients generally want their therapy sessions to help?	0.83
3	0	know	executive	want	positive	What proportion of executives generally want their deals to go through?	0.96
3	17	know	executive	want	positive	What proportion of executives generally want their deals to go through?	0.97
3	43	know	executive	want	positive	What proportion of executives generally want their deals to go through?	0.86
3	87	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
3	14	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
3	11	know	executive	want	positive	What proportion of executives generally want their deals to go through?	0.94
3	99	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
3	55	know	executive	want	positive	What proportion of executives generally want their deals to go through?	0.93
3	81	know	executive	want	positive	What proportion of executives generally want their deals to go through?	0.92
3	77	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
3	54	know	executive	want	positive	What proportion of executives generally want their deals to go through?	0.97
3	53	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
3	60	know	executive	want	positive	What proportion of executives generally want their deals to go through?	0.95
3	79	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
3	58	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
3	8	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
3	91	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
3	40	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
3	67	know	executive	want	positive	What proportion of executives generally want their deals to go through?	0.98
3	94	know	executive	want	positive	What proportion of executives generally want their deals to go through?	0.99
3	23	know	executive	want	positive	What proportion of executives generally want their deals to go through?	0.95
3	80	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
3	78	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
3	35	know	executive	want	positive	What proportion of executives generally want their deals to go through?	0.91
3	93	know	executive	want	positive	What proportion of executives generally want their deals to go through?	1.0
1	46	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.78
1	56	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.77
1	70	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.67
1	42	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.75
1	86	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.69
1	3	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.83
1	32	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.73
1	75	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.82
1	6	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.74
1	39	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.9
1	72	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	1.0
1	24	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.7
1	4	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.95
1	28	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.91
1	22	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.39
1	5	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.78
1	57	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.91
1	9	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	1.0
1	13	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.85
1	73	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.8
1	92	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	1.0
1	97	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.74
1	10	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.68
1	48	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.64
1	41	know	executive	believe	positive	What proportion of executives generally believe that their deals will go through?	0.8
3	0	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	17	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	43	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	0.94
3	87	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	14	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	11	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	0.92
3	99	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	55	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	0.87
3	81	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	0.95
3	77	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	54	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	0.94
3	53	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	60	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	0.99
3	79	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	58	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	8	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	91	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	40	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	0.99
3	67	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	94	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	23	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	0.97
3	80	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	78	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
3	35	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	0.96
3	93	doubt	programmer	want	positive	What proportion of programmers generally want their code changes to work?	1.0
1	46	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.89
1	56	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.8
1	70	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.9
1	42	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.85
1	86	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.92
1	3	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.67
1	32	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.73
1	75	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.79
1	6	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.3
1	39	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	1.0
1	72	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	1.0
1	24	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.84
1	4	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	1.0
1	28	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.95
1	22	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.72
1	5	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.87
1	57	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.93
1	9	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	1.0
1	13	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.55
1	73	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	1.0
1	92	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.85
1	97	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.98
1	10	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.69
1	48	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.18
1	41	doubt	programmer	believe	positive	What proportion of programmers generally believe that their code changes will work?	0.39
3	0	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	17	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	43	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	87	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	14	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.03
3	11	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.03
3	99	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	55	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	81	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	77	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	54	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.03
3	53	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.01
3	60	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	79	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	58	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	8	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	91	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	40	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	67	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	94	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.03
3	23	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.08
3	80	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	78	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
3	35	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.05
3	93	complain	bricklayer	want	negative	What proportion of bricklayers generally want bricks to be brittle?	0.0
1	46	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.04
1	56	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.0
1	70	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.6
1	42	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.05
1	86	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.16
1	3	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.14
1	32	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.01
1	75	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.19
1	6	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.26
1	39	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.1
1	72	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.0
1	24	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.14
1	4	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.0
1	28	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.04
1	22	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.23
1	5	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	1.0
1	57	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.0
1	9	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.98
1	13	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.35
1	73	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.0
1	92	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.0
1	97	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	1.0
1	10	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.3
1	48	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.05
1	41	complain	bricklayer	believe	negative	What proportion of bricklayers generally believe that bricks will be brittle?	0.67
3	0	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	1.0
3	17	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.96
3	43	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.86
3	87	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.99
3	14	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	1.0
3	11	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.95
3	99	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	1.0
3	55	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.96
3	81	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.99
3	77	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	1.0
3	54	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.88
3	53	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.95
3	60	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.96
3	79	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	1.0
3	58	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	1.0
3	8	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	1.0
3	91	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	1.0
3	40	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	1.0
3	67	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	1.0
3	94	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	1.0
3	23	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.96
3	80	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.98
3	78	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.87
3	35	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.97
3	93	hate	basketball player	want	positive	What proportion of basketball players generally want fans to cheer?	0.85
