participant	list	presentationorder	verb	frame	response	nativeenglish	sentence
23	15	22	remember	NP was Ved whether S[+future]	1	True	Someone was remembered whether something would happen.
23	15	23	remember	NP Ved VPing	7	True	Someone remembered doing something.
23	15	24	remember	NP was Ved whether S	2	True	Someone was remembered whether something happened.
23	15	25	remember	NP Ved NP to VP[+eventive]	2	True	Someone remembered someone to do something.
23	15	26	remember	NP Ved NP whether S[+future]	1	True	Someone remembered someone whether something would happen.
23	15	27	remember	NP Ved about whether S	5	True	Someone remembered about whether something happened.
23	15	28	remember	NP Ved to NP that S[+future]	2	True	Someone remembered to someone that something would happen.
23	15	29	remember	NP Ved to VP[+eventive]	7	True	Someone remembered to do something.
23	15	30	remember	NP Ved NP that S[+future]	1	True	Someone remembered someone that something would happen.
23	15	31	remember	NP Ved whether to VP	4	True	Someone remembered whether to do something.
23	15	32	remember	NP was Ved that S[+future]	1	True	Someone was remembered that something would happen.
23	15	33	remember	NP Ved for NP to VP	3	True	Someone remembered for something to happen.
23	15	34	remember	NP was Ved whichNP to VP	1	True	Someone was remembered which thing to do.
23	15	35	remember	NP Ved whichNP S	7	True	Someone remembered which thing happened.
23	15	36	remember	NP Ved to NP that S	1	True	Someone remembered to someone that something happened.
23	15	37	remember	NP Ved whether S	7	True	Someone remembered whether something happened.
23	15	38	remember	NP Ved that S	7	True	Someone remembered that something happened.
23	15	39	remember	NP Ved to NP that S[-tense]	2	True	Someone remembered to someone that something happen.
23	15	40	remember	NP Ved NP to NP	4	True	Someone remembered something to someone.
23	15	41	remember	NP Ved whichNP to VP	7	True	Someone remembered which thing to do.
23	15	42	remember	NP was Ved about whether S	1	True	Someone was remembered about whether something happened.
23	15	43	remember	NP Ved to NP whether S	1	True	Someone remembered to someone whether something happened.
23	15	44	remember	NP was Ved whether to VP	1	True	Someone was remembered whether to do something.
23	15	45	remember	NP Ved S	7	True	Someone remembered something happened.
23	15	46	remember	NP Ved to NP whether S[+future]	2	True	Someone remembered to someone whether something happen.
23	15	47	remember	NP was Ved that S[-tense]	1	True	Someone was remembered that something happen.
23	15	48	remember	NP was Ved to VP[+eventive]	2	True	Someone was remembered to do something.
23	15	49	remember	NP Ved about NP	6	True	Someone remembered about something.
23	15	50	remember	NP Ved whether S[+future]	7	True	Someone remembered whether something would happen.
1	15	1	remember	NP Ved NP	7	True	Someone remembered something.
1	15	2	remember	NP was Ved	7	True	Someone was remembered.
1	15	3	remember	NP Ved	7	True	Someone remembered.
1	15	4	remember	NP Ved NP whichNP S	1	True	Someone remembered someone which thing happened.
1	15	5	remember	NP Ved so	6	True	Someone remembered so.
1	15	6	remember	NP was Ved whichNP S	1	True	Someone was remembered which thing happened.
1	15	7	remember	NP Ved that S[-tense]	5	True	Someone remembered that something happen.
1	15	8	remember	NP was Ved S	1	True	Someone was remembered something happened.
1	15	9	remember	S, I V	7	True	Something happened, I remember.
1	15	10	remember	NP Ved NP that S[-tense]	1	True	Someone remembered someone that something happen.
1	15	11	remember	NP Ved NP VP	2	True	Someone remembered someone do something.
1	15	12	remember	NP Ved NP whether S	1	True	Someone remembered someone whether something happened.
1	15	13	remember	NP was Ved so	6	True	Someone was remembered so.
1	15	14	remember	NP was Ved about NP	6	True	Someone was remembered about something.
1	15	15	remember	NP Ved NP VPing	7	True	Someone remembered someone doing something.
1	15	16	remember	NP Ved that S[+future]	7	True	Someone remembered that something would happen.
1	15	17	remember	NP Ved to VP[-eventive]	4	True	Someone remembered to have something.
1	15	18	remember	NP was Ved that S	1	True	Someone was remembered that something happened.
1	15	19	remember	NP Ved NP to VP[-eventive]	6	True	Someone remembered someone to have something.
1	15	20	remember	NP Ved NP that S	1	True	Someone remembered someone that something happened.
1	15	21	remember	NP was Ved to VP[-eventive]	6	True	Someone was remembered to have something.
1	15	22	remember	NP was Ved whether S[+future]	1	True	Someone was remembered whether something would happen.
1	15	23	remember	NP Ved VPing	7	True	Someone remembered doing something.
1	15	24	remember	NP was Ved whether S	1	True	Someone was remembered whether something happened.
1	15	25	remember	NP Ved NP to VP[+eventive]	1	True	Someone remembered someone to do something.
1	15	26	remember	NP Ved NP whether S[+future]	1	True	Someone remembered someone whether something would happen.
1	15	27	remember	NP Ved about whether S	6	True	Someone remembered about whether something happened.
1	15	28	remember	NP Ved to NP that S[+future]	1	True	Someone remembered to someone that something would happen.
1	15	29	remember	NP Ved to VP[+eventive]	7	True	Someone remembered to do something.
1	15	30	remember	NP Ved NP that S[+future]	1	True	Someone remembered someone that something would happen.
1	15	31	remember	NP Ved whether to VP	7	True	Someone remembered whether to do something.
1	15	32	remember	NP was Ved that S[+future]	1	True	Someone was remembered that something would happen.
1	15	33	remember	NP Ved for NP to VP	7	True	Someone remembered for something to happen.
1	15	34	remember	NP was Ved whichNP to VP	2	True	Someone was remembered which thing to do.
1	15	35	remember	NP Ved whichNP S	7	True	Someone remembered which thing happened.
1	15	36	remember	NP Ved to NP that S	1	True	Someone remembered to someone that something happened.
1	15	37	remember	NP Ved whether S	7	True	Someone remembered whether something happened.
1	15	38	remember	NP Ved that S	7	True	Someone remembered that something happened.
1	15	39	remember	NP Ved to NP that S[-tense]	1	True	Someone remembered to someone that something happen.
1	15	40	remember	NP Ved NP to NP	3	True	Someone remembered something to someone.
1	15	41	remember	NP Ved whichNP to VP	7	True	Someone remembered which thing to do.
1	15	42	remember	NP was Ved about whether S	1	True	Someone was remembered about whether something happened.
1	15	43	remember	NP Ved to NP whether S	1	True	Someone remembered to someone whether something happened.
1	15	44	remember	NP was Ved whether to VP	1	True	Someone was remembered whether to do something.
1	15	45	remember	NP Ved S	7	True	Someone remembered something happened.
1	15	46	remember	NP Ved to NP whether S[+future]	1	True	Someone remembered to someone whether something happen.
1	15	47	remember	NP was Ved that S[-tense]	1	True	Someone was remembered that something happen.
1	15	48	remember	NP was Ved to VP[+eventive]	1	True	Someone was remembered to do something.
1	15	49	remember	NP Ved about NP	7	True	Someone remembered about something.
1	15	50	remember	NP Ved whether S[+future]	7	True	Someone remembered whether something would happen.
21	15	1	remember	NP Ved NP	6	True	Someone remembered something.
21	15	2	remember	NP was Ved	5	True	Someone was remembered.
21	15	3	remember	NP Ved	5	True	Someone remembered.
21	15	4	remember	NP Ved NP whichNP S	2	True	Someone remembered someone which thing happened.
21	15	5	remember	NP Ved so	3	True	Someone remembered so.
21	15	6	remember	NP was Ved whichNP S	2	True	Someone was remembered which thing happened.
21	15	7	remember	NP Ved that S[-tense]	2	True	Someone remembered that something happen.
21	15	8	remember	NP was Ved S	2	True	Someone was remembered something happened.
21	15	9	remember	S, I V	5	True	Something happened, I remember.
21	15	10	remember	NP Ved NP that S[-tense]	2	True	Someone remembered someone that something happen.
21	15	11	remember	NP Ved NP VP	2	True	Someone remembered someone do something.
21	15	12	remember	NP Ved NP whether S	2	True	Someone remembered someone whether something happened.
21	15	13	remember	NP was Ved so	3	True	Someone was remembered so.
21	15	14	remember	NP was Ved about NP	2	True	Someone was remembered about something.
21	15	15	remember	NP Ved NP VPing	6	True	Someone remembered someone doing something.
21	15	16	remember	NP Ved that S[+future]	6	True	Someone remembered that something would happen.
21	15	17	remember	NP Ved to VP[-eventive]	5	True	Someone remembered to have something.
21	15	18	remember	NP was Ved that S	2	True	Someone was remembered that something happened.
21	15	19	remember	NP Ved NP to VP[-eventive]	4	True	Someone remembered someone to have something.
21	15	20	remember	NP Ved NP that S	2	True	Someone remembered someone that something happened.
21	15	21	remember	NP was Ved to VP[-eventive]	5	True	Someone was remembered to have something.
21	15	22	remember	NP was Ved whether S[+future]	2	True	Someone was remembered whether something would happen.
21	15	23	remember	NP Ved VPing	5	True	Someone remembered doing something.
21	15	24	remember	NP was Ved whether S	2	True	Someone was remembered whether something happened.
21	15	25	remember	NP Ved NP to VP[+eventive]	2	True	Someone remembered someone to do something.
21	15	26	remember	NP Ved NP whether S[+future]	2	True	Someone remembered someone whether something would happen.
21	15	27	remember	NP Ved about whether S	5	True	Someone remembered about whether something happened.
21	15	28	remember	NP Ved to NP that S[+future]	2	True	Someone remembered to someone that something would happen.
21	15	29	remember	NP Ved to VP[+eventive]	6	True	Someone remembered to do something.
21	15	30	remember	NP Ved NP that S[+future]	2	True	Someone remembered someone that something would happen.
21	15	31	remember	NP Ved whether to VP	5	True	Someone remembered whether to do something.
21	15	32	remember	NP was Ved that S[+future]	2	True	Someone was remembered that something would happen.
21	15	33	remember	NP Ved for NP to VP	3	True	Someone remembered for something to happen.
21	15	34	remember	NP was Ved whichNP to VP	2	True	Someone was remembered which thing to do.
21	15	35	remember	NP Ved whichNP S	5	True	Someone remembered which thing happened.
21	15	36	remember	NP Ved to NP that S	2	True	Someone remembered to someone that something happened.
21	15	37	remember	NP Ved whether S	6	True	Someone remembered whether something happened.
21	15	38	remember	NP Ved that S	6	True	Someone remembered that something happened.
21	15	39	remember	NP Ved to NP that S[-tense]	2	True	Someone remembered to someone that something happen.
21	15	40	remember	NP Ved NP to NP	2	True	Someone remembered something to someone.
21	15	41	remember	NP Ved whichNP to VP	5	True	Someone remembered which thing to do.
21	15	42	remember	NP was Ved about whether S	2	True	Someone was remembered about whether something happened.
21	15	43	remember	NP Ved to NP whether S	2	True	Someone remembered to someone whether something happened.
21	15	44	remember	NP was Ved whether to VP	2	True	Someone was remembered whether to do something.
21	15	45	remember	NP Ved S	5	True	Someone remembered something happened.
21	15	46	remember	NP Ved to NP whether S[+future]	2	True	Someone remembered to someone whether something happen.
21	15	47	remember	NP was Ved that S[-tense]	2	True	Someone was remembered that something happen.
21	15	48	remember	NP was Ved to VP[+eventive]	2	True	Someone was remembered to do something.
21	15	49	remember	NP Ved about NP	4	True	Someone remembered about something.
21	15	50	remember	NP Ved whether S[+future]	5	True	Someone remembered whether something would happen.
20	15	1	remember	NP Ved NP	7	True	Someone remembered something.
20	15	2	remember	NP was Ved	7	True	Someone was remembered.
20	15	3	remember	NP Ved	7	True	Someone remembered.
20	15	4	remember	NP Ved NP whichNP S	1	True	Someone remembered someone which thing happened.
20	15	5	remember	NP Ved so	2	True	Someone remembered so.
20	15	6	remember	NP was Ved whichNP S	1	True	Someone was remembered which thing happened.
20	15	7	remember	NP Ved that S[-tense]	1	True	Someone remembered that something happen.
20	15	8	remember	NP was Ved S	1	True	Someone was remembered something happened.
20	15	9	remember	S, I V	5	True	Something happened, I remember.
20	15	10	remember	NP Ved NP that S[-tense]	1	True	Someone remembered someone that something happen.
20	15	11	remember	NP Ved NP VP	1	True	Someone remembered someone do something.
20	15	12	remember	NP Ved NP whether S	1	True	Someone remembered someone whether something happened.
20	15	13	remember	NP was Ved so	1	True	Someone was remembered so.
20	15	14	remember	NP was Ved about NP	2	True	Someone was remembered about something.
20	15	15	remember	NP Ved NP VPing	7	True	Someone remembered someone doing something.
20	15	16	remember	NP Ved that S[+future]	6	True	Someone remembered that something would happen.
20	15	17	remember	NP Ved to VP[-eventive]	6	True	Someone remembered to have something.
20	15	18	remember	NP was Ved that S	1	True	Someone was remembered that something happened.
20	15	19	remember	NP Ved NP to VP[-eventive]	1	True	Someone remembered someone to have something.
20	15	20	remember	NP Ved NP that S	1	True	Someone remembered someone that something happened.
20	15	21	remember	NP was Ved to VP[-eventive]	7	True	Someone was remembered to have something.
20	15	22	remember	NP was Ved whether S[+future]	1	True	Someone was remembered whether something would happen.
20	15	23	remember	NP Ved VPing	7	True	Someone remembered doing something.
20	15	24	remember	NP was Ved whether S	1	True	Someone was remembered whether something happened.
20	15	25	remember	NP Ved NP to VP[+eventive]	1	True	Someone remembered someone to do something.
20	15	26	remember	NP Ved NP whether S[+future]	1	True	Someone remembered someone whether something would happen.
20	15	27	remember	NP Ved about whether S	5	True	Someone remembered about whether something happened.
20	15	28	remember	NP Ved to NP that S[+future]	1	True	Someone remembered to someone that something would happen.
20	15	29	remember	NP Ved to VP[+eventive]	7	True	Someone remembered to do something.
20	15	30	remember	NP Ved NP that S[+future]	1	True	Someone remembered someone that something would happen.
20	15	31	remember	NP Ved whether to VP	6	True	Someone remembered whether to do something.
20	15	32	remember	NP was Ved that S[+future]	1	True	Someone was remembered that something would happen.
20	15	33	remember	NP Ved for NP to VP	1	True	Someone remembered for something to happen.
20	15	34	remember	NP was Ved whichNP to VP	1	True	Someone was remembered which thing to do.
20	15	35	remember	NP Ved whichNP S	7	True	Someone remembered which thing happened.
20	15	36	remember	NP Ved to NP that S	1	True	Someone remembered to someone that something happened.
20	15	37	remember	NP Ved whether S	6	True	Someone remembered whether something happened.
20	15	38	remember	NP Ved that S	7	True	Someone remembered that something happened.
20	15	39	remember	NP Ved to NP that S[-tense]	1	True	Someone remembered to someone that something happen.
20	15	40	remember	NP Ved NP to NP	1	True	Someone remembered something to someone.
20	15	41	remember	NP Ved whichNP to VP	7	True	Someone remembered which thing to do.
20	15	42	remember	NP was Ved about whether S	1	True	Someone was remembered about whether something happened.
20	15	43	remember	NP Ved to NP whether S	1	True	Someone remembered to someone whether something happened.
20	15	44	remember	NP was Ved whether to VP	1	True	Someone was remembered whether to do something.
20	15	45	remember	NP Ved S	7	True	Someone remembered something happened.
20	15	46	remember	NP Ved to NP whether S[+future]	1	True	Someone remembered to someone whether something happen.
20	15	47	remember	NP was Ved that S[-tense]	1	True	Someone was remembered that something happen.
20	15	48	remember	NP was Ved to VP[+eventive]	5	True	Someone was remembered to do something.
20	15	49	remember	NP Ved about NP	2	True	Someone remembered about something.
20	15	50	remember	NP Ved whether S[+future]	5	True	Someone remembered whether something would happen.
20	16	1	demand	NP Ved NP	7	True	Someone demanded something.
20	16	2	demand	NP was Ved	3	True	Someone was demanded.
20	16	3	demand	NP Ved	7	True	Someone demanded.
20	16	4	demand	NP Ved NP whichNP S	1	True	Someone demanded someone which thing happened.
20	16	5	demand	NP Ved so	1	True	Someone demanded so.
20	16	6	demand	NP was Ved whichNP S	1	True	Someone was demanded which thing happened.
20	16	7	demand	NP Ved that S[-tense]	7	True	Someone demanded that something happen.
20	16	8	demand	NP was Ved S	1	True	Someone was demanded something happened.
20	16	9	demand	S, I V	3	True	Something happened, I demand.
20	16	10	demand	NP Ved NP that S[-tense]	1	True	Someone demanded someone that something happen.
20	16	11	demand	NP Ved NP VP	5	True	Someone demanded someone do something.
20	16	12	demand	NP Ved NP whether S	1	True	Someone demanded someone whether something happened.
20	16	13	demand	NP was Ved so	1	True	Someone was demanded so.
20	16	14	demand	NP was Ved about NP	1	True	Someone was demanded about something.
20	16	15	demand	NP Ved NP VPing	1	True	Someone demanded someone doing something.
20	16	16	demand	NP Ved that S[+future]	7	True	Someone demanded that something would happen.
20	16	17	demand	NP Ved to VP[-eventive]	7	True	Someone demanded to have something.
20	16	18	demand	NP was Ved that S	2	True	Someone was demanded that something happened.
20	16	19	demand	NP Ved NP to VP[-eventive]	7	True	Someone demanded someone to have something.
20	16	20	demand	NP Ved NP that S	1	True	Someone demanded someone that something happened.
20	16	21	demand	NP was Ved to VP[-eventive]	7	True	Someone was demanded to have something.
20	16	22	demand	NP was Ved whether S[+future]	1	True	Someone was demanded whether something would happen.
20	16	23	demand	NP Ved VPing	5	True	Someone demanded doing something.
20	16	24	demand	NP was Ved whether S	1	True	Someone was demanded whether something happened.
20	16	25	demand	NP Ved NP to VP[+eventive]	7	True	Someone demanded someone to do something.
20	16	26	demand	NP Ved NP whether S[+future]	1	True	Someone demanded someone whether something would happen.
20	16	27	demand	NP Ved about whether S	1	True	Someone demanded about whether something happened.
20	16	28	demand	NP Ved to NP that S[+future]	5	True	Someone demanded to someone that something would happen.
20	16	29	demand	NP Ved to VP[+eventive]	7	True	Someone demanded to do something.
20	16	30	demand	NP Ved NP that S[+future]	1	True	Someone demanded someone that something would happen.
20	16	31	demand	NP Ved whether to VP	3	True	Someone demanded whether to do something.
20	16	32	demand	NP was Ved that S[+future]	1	True	Someone was demanded that something would happen.
20	16	33	demand	NP Ved for NP to VP	7	True	Someone demanded for something to happen.
20	16	34	demand	NP was Ved whichNP to VP	3	True	Someone was demanded which thing to do.
20	16	35	demand	NP Ved whichNP S	4	True	Someone demanded which thing happened.
20	16	36	demand	NP Ved to NP that S	4	True	Someone demanded to someone that something happened.
20	16	37	demand	NP Ved whether S	5	True	Someone demanded whether something happened.
20	16	38	demand	NP Ved that S	7	True	Someone demanded that something happened.
20	16	39	demand	NP Ved to NP that S[-tense]	3	True	Someone demanded to someone that something happen.
20	16	40	demand	NP Ved NP to NP	7	True	Someone demanded something to someone.
20	16	41	demand	NP Ved whichNP to VP	7	True	Someone demanded which thing to do.
20	16	42	demand	NP was Ved about whether S	1	True	Someone was demanded about whether something happened.
20	16	43	demand	NP Ved to NP whether S	2	True	Someone demanded to someone whether something happened.
20	16	44	demand	NP was Ved whether to VP	4	True	Someone was demanded whether to do something.
20	16	45	demand	NP Ved S	5	True	Someone demanded something happened.
20	16	46	demand	NP Ved to NP whether S[+future]	1	True	Someone demanded to someone whether something happen.
20	16	47	demand	NP was Ved that S[-tense]	1	True	Someone was demanded that something happen.
20	16	48	demand	NP was Ved to VP[+eventive]	7	True	Someone was demanded to do something.
20	16	49	demand	NP Ved about NP	5	True	Someone demanded about something.
20	16	50	demand	NP Ved whether S[+future]	5	True	Someone demanded whether something would happen.
1	16	1	demand	NP Ved NP	7	True	Someone demanded something.
1	16	2	demand	NP was Ved	6	True	Someone was demanded.
1	16	3	demand	NP Ved	7	True	Someone demanded.
1	16	4	demand	NP Ved NP whichNP S	2	True	Someone demanded someone which thing happened.
1	16	5	demand	NP Ved so	5	True	Someone demanded so.
1	16	6	demand	NP was Ved whichNP S	2	True	Someone was demanded which thing happened.
1	16	7	demand	NP Ved that S[-tense]	7	True	Someone demanded that something happen.
1	16	8	demand	NP was Ved S	2	True	Someone was demanded something happened.
1	16	9	demand	S, I V	6	True	Something happened, I demand.
1	16	10	demand	NP Ved NP that S[-tense]	5	True	Someone demanded someone that something happen.
1	16	11	demand	NP Ved NP VP	7	True	Someone demanded someone do something.
1	16	12	demand	NP Ved NP whether S	1	True	Someone demanded someone whether something happened.
1	16	13	demand	NP was Ved so	5	True	Someone was demanded so.
1	16	14	demand	NP was Ved about NP	6	True	Someone was demanded about something.
1	16	15	demand	NP Ved NP VPing	6	True	Someone demanded someone doing something.
1	16	16	demand	NP Ved that S[+future]	7	True	Someone demanded that something would happen.
1	16	17	demand	NP Ved to VP[-eventive]	7	True	Someone demanded to have something.
1	16	18	demand	NP was Ved that S	2	True	Someone was demanded that something happened.
1	16	19	demand	NP Ved NP to VP[-eventive]	7	True	Someone demanded someone to have something.
1	16	20	demand	NP Ved NP that S	1	True	Someone demanded someone that something happened.
1	16	21	demand	NP was Ved to VP[-eventive]	5	True	Someone was demanded to have something.
1	16	22	demand	NP was Ved whether S[+future]	1	True	Someone was demanded whether something would happen.
1	16	23	demand	NP Ved VPing	7	True	Someone demanded doing something.
1	16	24	demand	NP was Ved whether S	2	True	Someone was demanded whether something happened.
1	16	25	demand	NP Ved NP to VP[+eventive]	7	True	Someone demanded someone to do something.
1	16	26	demand	NP Ved NP whether S[+future]	2	True	Someone demanded someone whether something would happen.
1	16	27	demand	NP Ved about whether S	5	True	Someone demanded about whether something happened.
1	16	28	demand	NP Ved to NP that S[+future]	6	True	Someone demanded to someone that something would happen.
1	16	29	demand	NP Ved to VP[+eventive]	6	True	Someone demanded to do something.
1	16	30	demand	NP Ved NP that S[+future]	2	True	Someone demanded someone that something would happen.
1	16	31	demand	NP Ved whether to VP	7	True	Someone demanded whether to do something.
1	16	32	demand	NP was Ved that S[+future]	1	True	Someone was demanded that something would happen.
1	16	33	demand	NP Ved for NP to VP	7	True	Someone demanded for something to happen.
1	16	34	demand	NP was Ved whichNP to VP	7	True	Someone was demanded which thing to do.
1	16	35	demand	NP Ved whichNP S	6	True	Someone demanded which thing happened.
1	16	36	demand	NP Ved to NP that S	1	True	Someone demanded to someone that something happened.
1	16	37	demand	NP Ved whether S	5	True	Someone demanded whether something happened.
1	16	38	demand	NP Ved that S	7	True	Someone demanded that something happened.
1	16	39	demand	NP Ved to NP that S[-tense]	7	True	Someone demanded to someone that something happen.
1	16	40	demand	NP Ved NP to NP	7	True	Someone demanded something to someone.
1	16	41	demand	NP Ved whichNP to VP	7	True	Someone demanded which thing to do.
1	16	42	demand	NP was Ved about whether S	1	True	Someone was demanded about whether something happened.
1	16	43	demand	NP Ved to NP whether S	1	True	Someone demanded to someone whether something happened.
1	16	44	demand	NP was Ved whether to VP	7	True	Someone was demanded whether to do something.
1	16	45	demand	NP Ved S	6	True	Someone demanded something happened.
1	16	46	demand	NP Ved to NP whether S[+future]	2	True	Someone demanded to someone whether something happen.
1	16	47	demand	NP was Ved that S[-tense]	5	True	Someone was demanded that something happen.
1	16	48	demand	NP was Ved to VP[+eventive]	7	True	Someone was demanded to do something.
1	16	49	demand	NP Ved about NP	6	True	Someone demanded about something.
1	16	50	demand	NP Ved whether S[+future]	5	True	Someone demanded whether something would happen.
27	16	1	demand	NP Ved NP	7	True	Someone demanded something.
27	16	2	demand	NP was Ved	6	True	Someone was demanded.
27	16	3	demand	NP Ved	5	True	Someone demanded.
27	16	4	demand	NP Ved NP whichNP S	1	True	Someone demanded someone which thing happened.
27	16	5	demand	NP Ved so	5	True	Someone demanded so.
27	16	6	demand	NP was Ved whichNP S	1	True	Someone was demanded which thing happened.
27	16	7	demand	NP Ved that S[-tense]	6	True	Someone demanded that something happen.
27	16	8	demand	NP was Ved S	1	True	Someone was demanded something happened.
27	16	9	demand	S, I V	3	True	Something happened, I demand.
27	16	10	demand	NP Ved NP that S[-tense]	1	True	Someone demanded someone that something happen.
27	16	11	demand	NP Ved NP VP	5	True	Someone demanded someone do something.
27	16	12	demand	NP Ved NP whether S	1	True	Someone demanded someone whether something happened.
27	16	13	demand	NP was Ved so	3	True	Someone was demanded so.
27	16	14	demand	NP was Ved about NP	2	True	Someone was demanded about something.
27	16	15	demand	NP Ved NP VPing	1	True	Someone demanded someone doing something.
27	16	16	demand	NP Ved that S[+future]	2	True	Someone demanded that something would happen.
27	16	17	demand	NP Ved to VP[-eventive]	4	True	Someone demanded to have something.
27	16	18	demand	NP was Ved that S	1	True	Someone was demanded that something happened.
27	16	19	demand	NP Ved NP to VP[-eventive]	4	True	Someone demanded someone to have something.
27	16	20	demand	NP Ved NP that S	1	True	Someone demanded someone that something happened.
27	16	21	demand	NP was Ved to VP[-eventive]	2	True	Someone was demanded to have something.
27	16	22	demand	NP was Ved whether S[+future]	2	True	Someone was demanded whether something would happen.
27	16	23	demand	NP Ved VPing	2	True	Someone demanded doing something.
27	16	24	demand	NP was Ved whether S	2	True	Someone was demanded whether something happened.
27	16	25	demand	NP Ved NP to VP[+eventive]	3	True	Someone demanded someone to do something.
27	16	26	demand	NP Ved NP whether S[+future]	2	True	Someone demanded someone whether something would happen.
27	16	27	demand	NP Ved about whether S	4	True	Someone demanded about whether something happened.
27	16	28	demand	NP Ved to NP that S[+future]	2	True	Someone demanded to someone that something would happen.
27	16	29	demand	NP Ved to VP[+eventive]	6	True	Someone demanded to do something.
27	16	30	demand	NP Ved NP that S[+future]	2	True	Someone demanded someone that something would happen.
27	16	31	demand	NP Ved whether to VP	1	True	Someone demanded whether to do something.
27	16	32	demand	NP was Ved that S[+future]	1	True	Someone was demanded that something would happen.
27	16	33	demand	NP Ved for NP to VP	6	True	Someone demanded for something to happen.
27	16	34	demand	NP was Ved whichNP to VP	1	True	Someone was demanded which thing to do.
27	16	35	demand	NP Ved whichNP S	2	True	Someone demanded which thing happened.
27	16	36	demand	NP Ved to NP that S	2	True	Someone demanded to someone that something happened.
27	16	37	demand	NP Ved whether S	4	True	Someone demanded whether something happened.
27	16	38	demand	NP Ved that S	2	True	Someone demanded that something happened.
27	16	39	demand	NP Ved to NP that S[-tense]	3	True	Someone demanded to someone that something happen.
27	16	40	demand	NP Ved NP to NP	2	True	Someone demanded something to someone.
27	16	41	demand	NP Ved whichNP to VP	1	True	Someone demanded which thing to do.
27	16	42	demand	NP was Ved about whether S	1	True	Someone was demanded about whether something happened.
27	16	43	demand	NP Ved to NP whether S	1	True	Someone demanded to someone whether something happened.
27	16	44	demand	NP was Ved whether to VP	1	True	Someone was demanded whether to do something.
27	16	45	demand	NP Ved S	4	True	Someone demanded something happened.
27	16	46	demand	NP Ved to NP whether S[+future]	1	True	Someone demanded to someone whether something happen.
27	16	47	demand	NP was Ved that S[-tense]	1	True	Someone was demanded that something happen.
27	16	48	demand	NP was Ved to VP[+eventive]	3	True	Someone was demanded to do something.
27	16	49	demand	NP Ved about NP	4	True	Someone demanded about something.
27	16	50	demand	NP Ved whether S[+future]	2	True	Someone demanded whether something would happen.
6	16	1	demand	NP Ved NP	7	True	Someone demanded something.
6	16	2	demand	NP was Ved	6	True	Someone was demanded.
6	16	3	demand	NP Ved	7	True	Someone demanded.
6	16	4	demand	NP Ved NP whichNP S	1	True	Someone demanded someone which thing happened.
6	16	5	demand	NP Ved so	1	True	Someone demanded so.
6	16	6	demand	NP was Ved whichNP S	1	True	Someone was demanded which thing happened.
6	16	7	demand	NP Ved that S[-tense]	7	True	Someone demanded that something happen.
6	16	8	demand	NP was Ved S	1	True	Someone was demanded something happened.
6	16	9	demand	S, I V	1	True	Something happened, I demand.
6	16	10	demand	NP Ved NP that S[-tense]	1	True	Someone demanded someone that something happen.
6	16	11	demand	NP Ved NP VP	5	True	Someone demanded someone do something.
6	16	12	demand	NP Ved NP whether S	1	True	Someone demanded someone whether something happened.
6	16	13	demand	NP was Ved so	5	True	Someone was demanded so.
6	16	14	demand	NP was Ved about NP	4	True	Someone was demanded about something.
6	16	15	demand	NP Ved NP VPing	1	True	Someone demanded someone doing something.
6	16	16	demand	NP Ved that S[+future]	6	True	Someone demanded that something would happen.
6	16	17	demand	NP Ved to VP[-eventive]	7	True	Someone demanded to have something.
6	16	18	demand	NP was Ved that S	1	True	Someone was demanded that something happened.
6	16	19	demand	NP Ved NP to VP[-eventive]	7	True	Someone demanded someone to have something.
6	16	20	demand	NP Ved NP that S	1	True	Someone demanded someone that something happened.
6	16	21	demand	NP was Ved to VP[-eventive]	5	True	Someone was demanded to have something.
6	16	22	demand	NP was Ved whether S[+future]	1	True	Someone was demanded whether something would happen.
6	16	23	demand	NP Ved VPing	4	True	Someone demanded doing something.
6	16	24	demand	NP was Ved whether S	1	True	Someone was demanded whether something happened.
6	16	25	demand	NP Ved NP to VP[+eventive]	7	True	Someone demanded someone to do something.
6	16	26	demand	NP Ved NP whether S[+future]	1	True	Someone demanded someone whether something would happen.
6	16	27	demand	NP Ved about whether S	1	True	Someone demanded about whether something happened.
6	16	28	demand	NP Ved to NP that S[+future]	5	True	Someone demanded to someone that something would happen.
6	16	29	demand	NP Ved to VP[+eventive]	7	True	Someone demanded to do something.
6	16	30	demand	NP Ved NP that S[+future]	4	True	Someone demanded someone that something would happen.
6	16	31	demand	NP Ved whether to VP	5	True	Someone demanded whether to do something.
6	16	32	demand	NP was Ved that S[+future]	1	True	Someone was demanded that something would happen.
6	16	33	demand	NP Ved for NP to VP	7	True	Someone demanded for something to happen.
6	16	34	demand	NP was Ved whichNP to VP	6	True	Someone was demanded which thing to do.
6	16	35	demand	NP Ved whichNP S	5	True	Someone demanded which thing happened.
6	16	36	demand	NP Ved to NP that S	3	True	Someone demanded to someone that something happened.
6	16	37	demand	NP Ved whether S	5	True	Someone demanded whether something happened.
6	16	38	demand	NP Ved that S	6	True	Someone demanded that something happened.
6	16	39	demand	NP Ved to NP that S[-tense]	7	True	Someone demanded to someone that something happen.
6	16	40	demand	NP Ved NP to NP	7	True	Someone demanded something to someone.
6	16	41	demand	NP Ved whichNP to VP	7	True	Someone demanded which thing to do.
6	16	42	demand	NP was Ved about whether S	3	True	Someone was demanded about whether something happened.
